Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  5.26      1.68     1.68 1008321168     0.00     0.00  glm::mat<3, 3, float, (glm::qualifier)0>::operator[](int) const
  1.13     11.58     0.36 14850676     0.00     0.00  dymaxion::Projection<int, float, (glm::qualifier)0>::standardize(dymaxion::Point<int, float, (glm::qualifier)0>) const
  1.11     11.94     0.35 195559323     0.00     0.00  si::units<1, 0, 0, 0, 0, 0, 0, float>::operator*(float) const
  1.10     12.29     0.35 50454000     0.00     0.00  rock::StratumSummaryOps::combine(rock::StratumSummary const&, rock::StratumSummary const&) const
  1.07     12.62     0.34 152296323     0.00     0.00  rock::StratumSummary::thickness() const
  1.02     12.95     0.33 209007000     0.00     0.00  auto si::operator*<-3, 1, 0, 0, 0, 0, 0, float, unsigned int>(unsigned int, si::units<-3, 1, 0, 0, 0, 0, 0, float>)
  1.02     13.28     0.33 121820408     0.00     0.00  auto math::residue<int, int>(int const&, int const&)
  0.97     13.59     0.31 282058329     0.00     0.00  si::units<1, 0, 0, 0, 0, 0, 0, float>::units(float)
  0.97     13.89     0.31 86499000     0.00     0.00  rock::StratumSummary::StratumSummary(std::bitset<8ul>, si::units<-3, 1, 0, 0, 0, 0, 0, float>, si::units<1, 0, 0, 0, 0, 0, 0, float>)
  0.92     14.19     0.29 100908000     0.00     0.00  si::units<(-3)+(1), (1)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), float> si::units<-3, 1, 0, 0, 0, 0, 0, float>::operator*<1, 0, 0, 0, 0, 0, 0>(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.92     14.48     0.29 44257052     0.00     0.00  glm::detail::functor2<glm::vec, 2, int, (glm::qualifier)0>::call(int (*)(int, int), glm::vec<2, int, (glm::qualifier)0> const&, glm::vec<2, int, (glm::qualifier)0> const&)
  0.92     14.78     0.29 29701352     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0> glm::lessThan<2, float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.81     15.04     0.26 158544000     0.00     0.00  glm::mat<3, 3, float, (glm::qualifier)0>::operator[](int)
  0.81     15.30     0.26 153567000     0.00     0.00  rock::StratumSummary::StratumSummary(rock::StratumSummary const&)
  0.80     15.55     0.26 209007000     0.00     0.00  rock::StratumSummary::density() const
  0.80     15.81     0.26 120884408     0.00     0.00  auto math::residue<double, int>(double const&, int const&)
  0.80     16.07     0.26 50445000     0.00     0.00  rock::ColumnSummaryOps::absorb(rock::ColumnSummary const&, rock::StratumSummary const&) const
  0.78     16.32     0.25 148506760     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0>::operator[](int)
  0.78     16.57     0.25 29259974     0.00     0.00  glm::vec<2, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.75     16.80     0.24 89417888     0.00     0.00  float glm::dot<3, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&)
  0.74     17.04     0.23 178208112     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::operator[](int) const
  0.72     17.27     0.23 266679000     0.00     0.00  si::units<-3, 1, 0, 0, 0, 0, 0, float>::units(float)
  0.72     17.50     0.23 28814400     0.00     0.00  glm::detail::functor2<glm::vec, 2, float, (glm::qualifier)0>::call(float (*)(float, float), glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.71     17.73     0.23 188359323     0.00     0.00  auto si::operator*<1, 0, 0, 0, 0, 0, 0, float, float>(float, si::units<1, 0, 0, 0, 0, 0, 0, float>)
  0.71     17.95     0.23 120884408     0.00     0.00  auto math::modulus<int, int>(int const&, int const&)
  0.66     18.16     0.21 178208112     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::length()
  0.66     18.37     0.21 148507939     0.00     0.00  glm::vec<2, int, (glm::qualifier)0>::operator[](int) const
  0.66     18.58     0.21 129758496     0.00     0.00  glm::vec<3, float, (glm::qualifier)0>::operator[](int)
  0.66     18.79     0.21 121820408     0.00     0.00  __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::floor<int>(int)
  0.63     18.99     0.20 60788704     0.00     0.00  dymaxion::Squares<int, float, (glm::qualifier)0>::westmost(int) const
  0.60     19.18     0.19 31281304     0.00     0.00  glm::vec<2, float, (glm::qualifier)0> glm::operator-<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.60     19.37     0.19 14924926     0.00     0.00  dymaxion::Point<int, int, (glm::qualifier)0> dymaxion::clamp<int, int, (glm::qualifier)0>(dymaxion::Point<int, int, (glm::qualifier)0> const&, int, int)
  0.58     19.55     0.18 165441664     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::vec(float, float)
  0.56     19.73     0.18 14850676     0.00     0.00  dymaxion::Indexing<int, float, (glm::qualifier)0>::standardize(dymaxion::Point<int, int, (glm::qualifier)0>) const
  0.53     19.91     0.17 29257876     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0> dymaxion::operator*<int, float, (glm::qualifier)0>(dymaxion::Point<int, float, (glm::qualifier)0> const&, float)
  0.50     20.07     0.16 136547626     0.00     0.00  glm::vec<2, int, (glm::qualifier)0>::vec(int, int)
  0.50     20.23     0.16 50454000     0.00     0.00  si::units<(-2)-(1), (1)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), float> si::units<-2, 1, 0, 0, 0, 0, 0, float>::operator/<1, 0, 0, 0, 0, 0, 0>(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.50     20.39     0.16 36045000     0.00     0.00  si::units<(2)+(-3), (0)+(1), (0)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), float> si::units<2, 0, 0, 0, 0, 0, 0, float>::operator*<-3, 1, 0, 0, 0, 0, 0>(si::units<-3, 1, 0, 0, 0, 0, 0, float>) const
  0.50     20.55     0.16 36045000     0.00     0.00  rock::StratumStore<2>::mass() const
  0.49     20.70     0.15 100926000     0.00     0.00  std::array<rock::MineralStore, 2ul>::operator[](unsigned long) const
  0.47     20.85     0.15 151362000     0.00     0.00  si::units<-2, 1, 0, 0, 0, 0, 0, float>::units(float)
  0.47     21.00     0.15 120884408     0.00     0.00  auto math::floor<double>(double)
  0.47     21.15     0.15 44178922     0.00     0.00  si::units<1, 0, 0, 0, 0, 0, 0, float>::operator>(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.47     21.30     0.15     1600     0.09    12.85  void iterated::Index::operator()<std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >, procedural::Map<field::Compose<dymaxion::NearestVertexId<int, float>, field::Affinity<3, 3, float, (glm::qualifier)0> >, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > > >, std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> > >(std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> > const&, procedural::Map<field::Compose<dymaxion::NearestVertexId<int, float>, field::Affinity<3, 3, float, (glm::qualifier)0> >, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > > > const&, std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >&) const
  0.45     21.45     0.14 29701352     0.00     0.00  glm::vec<2, int, (glm::qualifier)0> glm::operator*<int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0> const&, int)
  0.44     21.59     0.14 36054000     0.00     0.00  si::units<(1)+(1), (0)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), float> si::units<1, 0, 0, 0, 0, 0, 0, float>::operator*<1, 0, 0, 0, 0, 0, 0>(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.44     21.73     0.14 31353305     0.00     0.00  glm::detail::compute_normalize<3, float, (glm::qualifier)0, false>::call(glm::vec<3, float, (glm::qualifier)0> const&)
  0.42     21.86     0.14 16430628     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0> dymaxion::operator/<int, float, (glm::qualifier)0>(dymaxion::Point<int, float, (glm::qualifier)0> const&, float)
  0.38     21.98     0.12 207910361     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0>::length()
  0.38     22.10     0.12 121820408     0.00     0.00  auto math::floor<int>(int)
  0.38     22.22     0.12 14408249     0.00     0.00  glm::vec<2, float, (glm::qualifier)0> glm::operator+<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.38     22.34     0.12 14407200     0.00     0.00  glm::vec<3, float, (glm::qualifier)0> glm::operator/<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, float)
  0.36     22.45     0.12 112033911     0.00     0.00  std::sqrt(float)
  0.36     22.57     0.12 88217106     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::vec(float)
  0.36     22.68     0.12 86499000     0.00     0.00  unsigned int const& std::min<unsigned int>(unsigned int const&, unsigned int const&)
  0.36     22.80     0.12 64854000     0.00     0.00  std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >::operator[](unsigned long) const
  0.36     22.91     0.12 29257876     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0>::Point(int, glm::vec<2, float, (glm::qualifier)0>)
  0.36     23.03     0.12 14850676     0.00     0.00  glm::vec<2, int, (glm::qualifier)0> glm::operator+<int, (glm::qualifier)0>(int, glm::vec<2, int, (glm::qualifier)0> const&)
  0.36     23.14     0.12     1204     0.10     0.16  glm::mat<4, 4, float, (glm::qualifier)0> glm::rotate<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&, float, glm::vec<3, float, (glm::qualifier)0> const&)
  0.34     23.25     0.11 86508000     0.00     0.00  si::units<0, 1, 0, 0, 0, 0, 0, float>::operator+=(si::units<0, 1, 0, 0, 0, 0, 0, float>)
  0.34     23.36     0.11 59403601     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0>::operator[](int) const
  0.34     23.48     0.11 16430628     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0> dymaxion::operator+<int, float, (glm::qualifier)0>(dymaxion::Point<int, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0>)
  0.34     23.59     0.11 14850676     0.00     0.00  glm::detail::functor1<glm::vec, 2, float, float, (glm::qualifier)0>::call(float (*)(float), glm::vec<2, float, (glm::qualifier)0> const&)
  0.34     23.70     0.11 14463000     0.00     0.00  analytic::Polynomial<float, 0, 1>::operator()(float) const
  0.34     23.80     0.11    17603     0.01     0.01  glm::vec<4, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<4, float, (glm::qualifier)0> const&, float const&)
  0.33     23.91     0.10 50454001     0.00     0.00  si::units<1, 0, 0, 0, 0, 0, 0, float>::operator+(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.31     24.01     0.10 100926000     0.00     0.00  rock::MineralStore::mass() const
  0.31     24.11     0.10 93699000     0.00     0.00  si::units<-3, 1, 0, 0, 0, 0, 0, float>::operator/(si::units<-3, 1, 0, 0, 0, 0, 0, float>) const
  0.31     24.21     0.10 31281304     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::vec<int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0> const&)
  0.31     24.31     0.10 30716554     0.00     0.00  dymaxion::Point<int, int, (glm::qualifier)0>::Point(int, glm::vec<2, int, (glm::qualifier)0>)
  0.31     24.41     0.10 15988181     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::yx() const
  0.31     24.51     0.10 14850676     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0> glm::notEqual<2, int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0> const&, glm::vec<2, int, (glm::qualifier)0> const&)
  0.31     24.61     0.10 14463000     0.00     0.00  analytic::Railyard<float, analytic::Polynomial<float, 0, 1> >::operator()(float) const
  0.31     24.71     0.10 14407200     0.00     0.00  dymaxion::Voronoi<int, float, (glm::qualifier)0>::grid_position(glm::vec<3, float, (glm::qualifier)0>) const
  0.31     24.81     0.10                             _init
  0.30     24.91     0.10 100908000     0.00     0.00  rock::StratumSummary::plate_ids_bitset() const
  0.30     25.00     0.10 86499006     0.00     0.00  si::units<1, 0, 0, 0, 0, 0, 0, float>::operator/(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.30     25.09     0.10 29701352     0.00     0.00  bool glm::all<2, (glm::qualifier)0>(glm::vec<2, bool, (glm::qualifier)0> const&)
  0.28     25.18     0.09 50445000     0.00     0.00  rock::ColumnSummary::ColumnSummary(rock::StratumSummary, rock::StratumSummary)
  0.28     25.27     0.09 43443000     0.00     0.00  analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >::operator()(float) const
  0.28     25.36     0.09 43355521     0.00     0.00  glm::vec<3, float, (glm::qualifier)0> glm::cross<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&)
  0.28     25.45     0.09 15987152     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::origin(int, float, bool) const
  0.28     25.55     0.09 14850676     0.00     0.00  glm::vec<2, float, (glm::qualifier)0> glm::operator-<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, float)
  0.28     25.64     0.09 14407200     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::is_polar_sphere_position(float, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>) const
  0.28     25.73     0.09     4005     0.02     0.91  rock::CrustSummaryOps::absorb(std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> > const&, std::vector<rock::StratumSummary, std::allocator<rock::StratumSummary> > const&, std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >&) const
  0.28     25.82     0.09     4005     0.02     0.98  void rock::FormationSummarization<rock::StratumSummarization<2, rock::AgedStratumDensity<std::array<relation::PolynomialRailyardRelation<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, 0, 1>, 2ul> > > >::operator()<dymaxion::GridCache<int, float, (glm::qualifier)0>, std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > > >(dymaxion::GridCache<int, float, (glm::qualifier)0> const&, int, std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > > const&, std::vector<rock::StratumSummary, std::allocator<rock::StratumSummary> >&) const
  0.27     25.90     0.09 43254401     0.00     0.00  std::vector<rock::StratumSummary, std::allocator<rock::StratumSummary> >::operator[](unsigned long) const
  0.27     25.98     0.09 14924926     0.00     0.00  glm::detail::compute_clamp_vector<2, int, (glm::qualifier)0, false>::call(glm::vec<2, int, (glm::qualifier)0> const&, glm::vec<2, int, (glm::qualifier)0> const&, glm::vec<2, int, (glm::qualifier)0> const&)
  0.27     26.07     0.09 14850676     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0> glm::greaterThan<2, float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.27     26.16     0.09 14850676     0.00     0.00  glm::detail::compute_sign<2, float, (glm::qualifier)0, true, false>::call(glm::vec<2, float, (glm::qualifier)0> const&)
  0.25     26.23     0.08 76777060     0.00     0.00  std::sin(float)
  0.25     26.32     0.08 60539180     0.00     0.00  dymaxion::Squares<int, float, (glm::qualifier)0>::polarity(int) const
  0.25     26.39     0.08 31353305     0.00     0.00  glm::vec<3, float, (glm::qualifier)0> glm::normalize<3, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&)
  0.25     26.48     0.08 14850676     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0> glm::equal<2, int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0> const&, glm::vec<2, int, (glm::qualifier)0> const&)
  0.25     26.55     0.08 14407200     0.00     0.00  dymaxion::Point<int, int, (glm::qualifier)0> dymaxion::min<int, int, (glm::qualifier)0>(dymaxion::Point<int, int, (glm::qualifier)0> const&, int)
  0.25     26.64     0.08 14407200     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::plane_project(glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>) const
  0.24     26.71     0.07 148507939     0.00     0.00  glm::vec<2, int, (glm::qualifier)0>::length()
  0.24     26.79     0.07 60539180     0.00     0.00  __gnu_cxx::__promote_2<decltype (((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))+((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))), std::__is_integer<decltype (((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))+((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0)))>::__value>::__type std::pow<int, int>(int, int)
  0.24     26.86     0.07 58664252     0.00     0.00  int glm::min<int>(int, int)
  0.24     26.93     0.07 44554126     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::vec<bool, (glm::qualifier)0>(glm::vec<2, bool, (glm::qualifier)0> const&)
  0.24     27.01     0.07 14850676     0.00     0.00  bool glm::any<2, (glm::qualifier)0>(glm::vec<2, bool, (glm::qualifier)0> const&)
  0.22     27.08     0.07 115812184     0.00     0.00  __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >::base() const
  0.22     27.15     0.07 50454000     0.00     0.00  si::units<-2, 1, 0, 0, 0, 0, 0, float>::operator+(si::units<-2, 1, 0, 0, 0, 0, 0, float>) const
  0.22     27.22     0.07 45456370     0.00     0.00  glm::vec<2, int, (glm::qualifier)0>::vec<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&)
  0.22     27.29     0.07 28836000     0.00     0.00  rock::StratumStore<2>::operator[](int) const
  0.22     27.36     0.07 15987152     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::basis(bool, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>) const
  0.22     27.43     0.07  7209000     0.00     0.00  auto rock::AgedStratumDensity<std::array<relation::PolynomialRailyardRelation<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, 0, 1>, 2ul> >::operator()<2>(rock::StratumStore<2> const&) const
  0.20     27.50     0.07 57906092     0.00     0.00  bool __gnu_cxx::operator==<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >(__gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > > const&, __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > > const&)
  0.20     27.56     0.07 43443072     0.00     0.00  __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >::operator++()
  0.20     27.62     0.07 36045000     0.00     0.00  si::units<-1, 1, 0, 0, 0, 0, 0, float>::units(float)
  0.20     27.69     0.07 14850676     0.00     0.00  glm::vec<2, int, (glm::qualifier)0> glm::operator*<int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0> const&, glm::vec<2, int, (glm::qualifier)0> const&)
  0.19     27.75     0.06 76777060     0.00     0.00  std::cos(float)
  0.19     27.81     0.06 36999100     0.00     0.00  std::_Sanitize_val<8ul, true>::_S_do_sanitize_val(unsigned long long)
  0.19     27.87     0.06 36130559     0.00     0.00  dymaxion::GridCache<int, float, (glm::qualifier)0>::vertex_dual_area(int) const
  0.19     27.93     0.06 36045000     0.00     0.00  si::units<(0)-(-1), (1)-(1), (0)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), float> si::units<0, 1, 0, 0, 0, 0, 0, float>::operator/<-1, 1, 0, 0, 0, 0, 0>(si::units<-1, 1, 0, 0, 0, 0, 0, float>) const
  0.19     27.99     0.06 28926040     0.00     0.00  __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >::__normal_iterator(analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const* const&)
  0.19     28.05     0.06 28845003     0.00     0.00  si::units<(0)-(3), (1)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), double> si::units<0, 1, 0, 0, 0, 0, 0, double>::operator/<3, 0, 0, 0, 0, 0, 0>(si::units<3, 0, 0, 0, 0, 0, 0, double>) const
  0.19     28.11     0.06 28845000     0.00     0.00  si::units<0, 0, 1, 0, 0, 0, 0, double>::units(double)
  0.19     28.17     0.06 14418000     0.00     0.00  si::units<-3, 1, 0, 0, 0, 0, 0, double>::operator*(double) const
  0.19     28.23     0.06 14407200     0.00     0.00  dymaxion::Voronoi<int, float, (glm::qualifier)0>::grid_id(glm::vec<3, float, (glm::qualifier)0>) const
  0.17     28.29     0.06 36054000     0.00     0.00  std::vector<rock::StratumSummary, std::allocator<rock::StratumSummary> >::operator[](unsigned long)
  0.17     28.34     0.06 14407200     0.00     0.00  glm::vec<2, int, (glm::qualifier)0> glm::min<2, int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0> const&, int)
  0.17     28.39     0.06 14407200     0.00     0.00  glm::vec<2, float, (glm::qualifier)0> glm::clamp<2, float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, float, float)
  0.16     28.45     0.05 50454000     0.00     0.00  std::_Base_bitset<1ul>::_M_do_or(std::_Base_bitset<1ul> const&)
  0.16     28.50     0.05 43263001     0.00     0.00  si::units<-3, 1, 0, 0, 0, 0, 0, float>::units<double>(si::units<-3, 1, 0, 0, 0, 0, 0, double>)
  0.16     28.55     0.05 31190400     0.00     0.00  float glm::min<float>(float, float)
  0.16     28.59     0.05 14470200     0.00     0.00  int const& std::max<int>(int const&, int const&)
  0.16     28.64     0.05 14418000     0.00     0.00  si::units<0, 0, 1, 0, 0, 0, 0, double>::operator-(si::units<0, 0, 1, 0, 0, 0, 0, double>) const
  0.16     28.70     0.05 14400000     0.00     0.00  field::Affinity<3, 3, float, (glm::qualifier)0>::operator()(glm::vec<3, float, (glm::qualifier)0>) const
  0.14     28.74     0.04 72090000     0.00     0.00  si::units<0, 1, 0, 0, 0, 0, 0, float>::operator>(si::units<0, 1, 0, 0, 0, 0, 0, float>) const
  0.14     28.79     0.04 50454000     0.00     0.00  std::bitset<8ul>::operator|=(std::bitset<8ul> const&)
  0.14     28.83     0.04 50454000     0.00     0.00  std::bitset<8ul> std::operator|<8ul>(std::bitset<8ul> const&, std::bitset<8ul> const&)
  0.14     28.88     0.04 43443072     0.00     0.00  __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >::operator*() const
  0.14     28.92     0.04 33322122     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::vec<int, int>(int, int)
  0.14     28.96     0.04 29332126     0.00     0.00  glm::detail::compute_min_vector<2, int, (glm::qualifier)0, false>::call(glm::vec<2, int, (glm::qualifier)0> const&, glm::vec<2, int, (glm::qualifier)0> const&)
  0.14     29.01     0.04 29257876     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0>::operator*=(float)
