Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  3.27      2.69     2.69 309755549     0.00     0.00  vec3 glm::operator*<float, (glm::qualifier)0>(vec3 &, vec3 &)
  0.49     52.20     0.40 403704000     0.00     0.00  std::array<rock::MineralStore, 2ul>::operator[](unsigned long) 
  0.48     52.59     0.40 345996006     0.00     0.00  si::units<1, 0, 0, 0, 0, 0, 0, float>::operator/(si::units<1, 0, 0, 0, 0, 0, 0, float>) 
  0.47     52.98     0.39 59082814     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0> dymaxion::operator*<int, float, (glm::qualifier)0>(dymaxion::Point<int, float, (glm::qualifier)0> &, float)
  0.47     53.38     0.39 28836000     0.00     0.00  auto rock::AgedStratumDensity<std::array<relation::PolynomialRailyardRelation<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, 0, 1>, 2ul> ><2>(rock::StratumStore<2> &) 
  0.47     53.76     0.39 259416000     0.00     0.00  std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >::operator[](unsigned long)
  0.46     54.13     0.38 334207670     0.00     0.00  std::sqrt(float)
  0.45     54.51     0.37 403632000     0.00     0.00  rock::StratumSummary::plate_ids_bitset() 
  0.45     54.88     0.37 57607200     0.00     0.00  dymaxion::Voronoi<int, float, (glm::qualifier)0>::grid_id(vec3) 
  0.43     55.23     0.35 201832036     0.00     0.00  std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >::size() 
  0.43     55.59     0.35 201816000     0.00     0.00  si::units<(-2)-(1), (1)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), float> si::units<-2, 1, 0, 0, 0, 0, 0, float>::operator/<1, 0, 0, 0, 0, 0, 0>(si::units<1, 0, 0, 0, 0, 0, 0, float>) 
  0.42     55.94     0.35 463248184     0.00     0.00  __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > *, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >::base() 
  0.42     56.28     0.34 201816000     0.00     0.00  si::units<-2, 1, 0, 0, 0, 0, 0, float>::operator+(si::units<-2, 1, 0, 0, 0, 0, 0, float>) 
  0.41     56.62     0.34 368673476     0.00     0.00  auto math::floor<double>(double)
  0.41     56.96     0.34 231624092     0.00     0.00  bool __gnu_cxx::operator==<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > *, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >(__gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > *, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > > &, __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > *, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > > &)
  0.41     57.30     0.34 57607200     0.00     0.00  dymaxion::Voronoi<int, float, (glm::qualifier)0>::grid_position(vec3) 
  0.40     57.63     0.33 1097242704     0.00     0.00  mat3::length
  0.40     57.96     0.33 57852000     0.00     0.00  analytic::Polynomial<float, 0, 1>(float) 
  0.40     58.29     0.33 57607200     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::is_eastern_sphere_position(vec3, vec3, vec3) 
  0.39     58.62     0.33 64302152     0.00     0.00  vec2::yx() 
  0.39     58.94     0.32 173772000     0.00     0.00  analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >(float) 
  0.39     59.26     0.32     4005     0.00     0.00  CrustSummaryOps::absorb
  0.38     59.57     0.32 372417476     0.00     0.00  math::floor(int)
  0.38     59.88     0.32 234568028     0.00     0.00  glm::min(int,int)
  0.38     60.20     0.32 201816000     0.00     0.00  std::bitset<8ul> std::operator|<8ul>(std::bitset<8ul> &, std::bitset<8ul> &)
  0.38     60.52     0.32 144216000     0.00     0.00  si::units<(1)+(1), (0)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), float> si::units<1, 0, 0, 0, 0, 0, 0, float>::operator*<1, 0, 0, 0, 0, 0, 0>(si::units<1, 0, 0, 0, 0, 0, 0, float>) 
  0.36     60.81     0.29 374796000     0.00     0.00  si::units<-3, 1, 0, 0, 0, 0, 0, float>::operator/(si::units<-3, 1, 0, 0, 0, 0, 0, float>) 
  0.36     61.10     0.29 198558718     0.00     0.00  ivec2::vec(int, int)
  0.36     61.40     0.29 115706448     0.00     0.00  vec3 glm::cross<float, (glm::qualifier)0>(vec3 &, vec3 &)
  0.35     61.69     0.29 201816000     0.00     0.00  std::bitset<8ul>::operator|=(std::bitset<8ul> &)
  0.35     61.98     0.29 57607200     0.00     0.00  Triangles::plane_project
  0.35     62.27     0.28 372417476     0.00     0.00  __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::floor<int>(int)
  0.35     62.55     0.28 178436442     0.00     0.00  ivec2::vec(int)
  0.34     62.83     0.28 177122503     0.00     0.00  si::units<1, 0, 0, 0, 0, 0, 0, float>::operator>(si::units<1, 0, 0, 0, 0, 0, 0, float>) 
  0.33     63.10     0.28 173017562     0.00     0.00  std::vector<rock::StratumSummary, std::allocator<rock::StratumSummary> >::operator[](unsigned long) 
  0.32     63.37     0.26 288360000     0.00     0.00  si::units<0, 1, 0, 0, 0, 0, 0, float>::operator>(si::units<0, 1, 0, 0, 0, 0, 0, float>) 
  0.32     63.62     0.26 173052003     0.00     0.00  si::units<-3, 1, 0, 0, 0, 0, 0, double>::units(double)
  0.32     63.88     0.26 173052001     0.00     0.00  si::units<-3, 1, 0, 0, 0, 0, 0, float>::units<double>(si::units<-3, 1, 0, 0, 0, 0, 0, double>)
  0.32     64.14     0.26 57607200     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::is_polar_sphere_position(float, vec3, vec3, vec3) 
  0.30     64.39     0.25 201816000     0.00     0.00  std::_Base_bitset<1ul>::_M_do_or(std::_Base_bitset<1ul> &)
  0.30     64.64     0.25 123193524     0.00     0.00  Point constructor
  0.30     64.89     0.25                             _init
  0.30     65.14     0.24 144180000     0.00     0.00  si::units<(2)+(-3), (0)+(1), (0)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), float> si::units<2, 0, 0, 0, 0, 0, 0, float>::operator*<-3, 1, 0, 0, 0, 0, 0>(si::units<-3, 1, 0, 0, 0, 0, 0, float>) 
  0.29     65.38     0.24 147996100     0.00     0.00  std::bitset<8ul>::bitset(unsigned long long)
  0.29     65.62     0.24 115380003     0.00     0.00  si::units<(0)-(3), (1)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), double> si::units<0, 1, 0, 0, 0, 0, 0, double>::operator/<3, 0, 0, 0, 0, 0, 0>(si::units<3, 0, 0, 0, 0, 0, 0, double>) 
  0.29     65.86     0.24 59082814     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0>::Point(int, vec2)
  0.29     66.09     0.23 115704040     0.00     0.00  __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > *, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >::__normal_iterator(analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > * &)
  0.29     66.33     0.23 115380002     0.00     0.00  si::units<0, 1, 0, 0, 0, 0, 0, double>::operator*(double) 
  0.28     66.56     0.23 147996100     0.00     0.00  std::_Sanitize_val<8ul, true>::_S_do_sanitize_val(unsigned long long)
  0.27     66.78     0.22 144184053     0.00     0.00  std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > >::size() 
  0.26     67.00     0.21 134364492     0.00     0.00  vec2::vec<int, int>(int, int)
  0.25     67.20     0.21 250509172     0.00     0.00  std::sin(float)
  0.25     67.41     0.20 259416000     0.00     0.00  std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >::operator[](unsigned long) 
  0.25     67.61     0.20 173772072     0.00     0.00  __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > *, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >::operator*() 
  0.25     67.82     0.20 144180000     0.00     0.00  si::units<(0)-(-1), (1)-(1), (0)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), float> si::units<0, 1, 0, 0, 0, 0, 0, float>::operator/<-1, 1, 0, 0, 0, 0, 0>(si::units<-1, 1, 0, 0, 0, 0, 0, float>) 
  0.25     68.03     0.20 119353628     0.00     0.00  int glm::max<int>(int, int)
  0.25     68.23     0.20 18423913     0.00     0.00  vec3 glm::operator-<float, (glm::qualifier)0>(vec3 &, vec3 &)
  0.24     68.43     0.20 250509172     0.00     0.00  std::cos(float)
  0.24     68.63     0.20 201780000     0.00     0.00  si::units<-3, 1, 0, 0, 0, 0, 0, float>::operator<(si::units<-3, 1, 0, 0, 0, 0, 0, float>) 
  0.24     68.83     0.20 57708000     0.00     0.00  si::units<0, 0, 1, 0, 0, 0, 0, double>::operator*(double) 
  0.24     69.03     0.20 57607200     0.00     0.00  vec2 glm::clamp<2, float, (glm::qualifier)0>(vec2 &, float, float)
  0.24     69.23     0.20        7     0.03     0.03  analytic::Error<float>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<analytic::Error<float> *, std::vector<analytic::Error<float>, std::allocator<analytic::Error<float> > > >, analytic::Error<float>*, analytic::Error<float> >(__gnu_cxx::__normal_iterator<analytic::Error<float> *, std::vector<analytic::Error<float>, std::allocator<analytic::Error<float> > > >, __gnu_cxx::__normal_iterator<analytic::Error<float> *, std::vector<analytic::Error<float>, std::allocator<analytic::Error<float> > > >, analytic::Error<float>*, std::allocator<analytic::Error<float> >&)
  0.24     69.42     0.20     1600     0.00     0.02  iterated::Index
  0.23     69.61     0.19 59379814     0.00     0.00  Indexing::memory_id_when_standardconst
  0.23     69.81     0.19 57672000     0.00     0.00  si::units<0, 0, 1, 0, 0, 0, 0, double>::operator-(si::units<0, 0, 1, 0, 0, 0, 0, double>) 
  0.22     69.99     0.18 144520196     0.00     0.00  dymaxion::GridCache<int, float, (glm::qualifier)0>::vertex_dual_area(int) 
  0.22     70.17     0.18 173772072     0.00     0.00  __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > *, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >::operator++()
  0.22     70.35     0.18 124718400     0.00     0.00  float glm::max<float>(float, float)
  0.22     70.53     0.18 57607200     0.00     0.00  dymaxion::Grid<int, float, (glm::qualifier)0>::nearest_vertex_id(vec3) 
  0.21     70.70     0.17 124718400     0.00     0.00  glm::min(float,float)
  0.21     70.88     0.17 117284014     0.00     0.00  glm::detail::compute_min_vector<2, int, (glm::qualifier)0, false>::call(ivec2 &, ivec2 &)
  0.21     71.05     0.17 144761382     0.00     0.00  std::vector<float, std::allocator<float> >::operator[](unsigned long) 
  0.21     71.22     0.17 57672000     0.00     0.00  relation::PolynomialRailyardRelation<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, 0, 1>(si::units<0, 0, 1, 0, 0, 0, 0, double>) 
  0.20     71.39     0.17 57600000     0.00     0.00  field::Affinity<3, 3, float, (glm::qualifier)0>(vec3) 
  0.20     71.55     0.17        3     0.06     0.06  dymaxion::GridCache<int, float, (glm::qualifier)0>::~GridCache()
  0.19     71.71     0.16 144180000     0.00     0.00  si::units<-1, 1, 0, 0, 0, 0, 0, float>::units(float)
  0.19     71.87     0.16 57672000     0.00     0.00  si::units<(0)-(-3), (1)-(1), (0)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), float> si::units<0, 1, 0, 0, 0, 0, 0, float>::operator/<-3, 1, 0, 0, 0, 0, 0>(si::units<-3, 1, 0, 0, 0, 0, 0, float>) 
  0.19     72.03     0.16 57607200     0.00     0.00  glm::detail::compute_clamp_vector<2, float, (glm::qualifier)0, false>::call(vec2 &, vec2 &, vec2 &)
  0.19     72.19     0.16 57600000     0.00     0.00  auto field::Compose<dymaxion::NearestVertexId<int, float>, field::Affinity<3, 3, float, (glm::qualifier)0> ><3, float, (glm::qualifier)0>(vec3) 
  0.19     72.34     0.15 121116858     0.00     0.00  vec2::vec(float)
  0.19     72.50     0.15 57607320     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::is_inverted_square_id(int, bool) 
  0.18     72.65     0.15 115214400     0.00     0.00  std::array<vec3, 20ul>::operator[](unsigned long) 
  0.17     72.79     0.14 115704000     0.00     0.00  std::array<float, 2ul>::operator[](unsigned long) 
  0.17     72.93     0.14 68083748     0.00     0.00  float glm::inversesqrt<float>(float)
  0.17     73.07     0.14 68083748     0.00     0.00  glm::normalize(vec3)
  0.17     73.21     0.14 28800000     0.00     0.00  rock::StratumSummaryIsostaticDisplacement(rock::StratumSummary &) 
  0.16     73.34     0.14 59676814     0.00     0.00  glm::clamp(ivec2)
  0.16     73.48     0.14 57600000     0.00     0.00  procedural::Map<field::Compose<dymaxion::NearestVertexId<int, float>, field::Affinity<3, 3, float, (glm::qualifier)0> >, std::vector<vec3, std::allocator<vec3 > > >::operator[](unsigned long) 
  0.16     73.61     0.13 115344000     0.00     0.00  rock::StratumStore<2>[int] 
  0.16     73.74     0.13 66322728     0.00     0.00  ivec2::vec<float, (glm::qualifier)0>(vec2 &)
  0.16     73.87     0.13  5764300     0.00     0.00  Indexing::grid_id 
  0.15     74.00     0.12 144216000     0.00     0.00  std::vector<rock::StratumSummary, std::allocator<rock::StratumSummary> >::operator[](unsigned long)
  0.15     74.12     0.12 144180000     0.00     0.00  std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > >::operator[](unsigned long) 
  0.15     74.25     0.12 59676814     0.00     0.00  glm::detail::compute_max_vector<2, int, (glm::qualifier)0, false>::call(ivec2 &, ivec2 &)
  0.15     74.37     0.12    28141     0.00     0.00  vec4::length()
  0.15     74.50     0.12     1204     0.00     0.00  glm::rotate
  0.15     74.61     0.12 115452002     0.00     0.00  si::units<0, 1, 0, 0, 0, 0, 0, double>::units(double)
  0.15     74.73     0.12 115380000     0.00     0.00  si::units<0, 0, 1, 0, 0, 0, 0, double>::units(double)
  0.15     74.86     0.12 57859200     0.00     0.00  int & std::max<int>(int &, int &)
  0.15     74.97     0.12 57672000     0.00     0.00  si::units<-3, 1, 0, 0, 0, 0, 0, double>::operator*(double) 
  0.15     75.09     0.12    17603     0.00     0.00  vec4 glm::operator*<float, (glm::qualifier)0>(vec4 &, float &)
  0.14     75.21     0.12 118759628     0.00     0.00  cartesian::Interleaving<int>::interleaved_id(int, int) 
  0.14     75.33     0.12 28800000     0.00     0.00  rock::ColumnSummaryOps::absorb(rock::ColumnSummary &, rock::ColumnSummary &) 
  0.14     75.44     0.12  6336000     0.00     0.00  glm::detail::functor2<glm::vec, 3, float, (glm::qualifier)0>::call(float (*)(float, float), vec3 &, vec3 &)
  0.13     75.55     0.11 144216000     0.00     0.00  si::units<2, 0, 0, 0, 0, 0, 0, float>::units(float)
  0.13     75.66     0.11 57672000     0.00     0.00  si::units<3, 0, 0, 0, 0, 0, 0, float>::units(float)
  0.13     75.77     0.10 57852020     0.00     0.00  std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > >::end() 
  0.13     75.87     0.10 57672000     0.00     0.00  si::units<3, 0, 0, 0, 0, 0, 0, float>::operator+=(si::units<3, 0, 0, 0, 0, 0, 0, float>)
  0.13     75.97     0.10 57607200     0.00     0.00  std::atan2(float, float)
  0.12     76.08     0.10 68083748     0.00     0.00  vec3 glm::normalize<3, float, (glm::qualifier)0>(vec3 &)
  0.12     76.17     0.10 64300216     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::triangle_id(int, bool) 
  0.12     76.27     0.10 115790400     0.00     0.00  std::round(float)
  0.12     76.36     0.10 57672000     0.00     0.00  auto si::operator*<0, 0, 1, 0, 0, 0, 0, double, unsigned short>(unsigned short, si::units<0, 0, 1, 0, 0, 0, 0, double>)
  0.12     76.46     0.10 57607200     0.00     0.00  ivec2 glm::min<2, int, (glm::qualifier)0>(ivec2 &, int)
  0.11     76.55     0.09 59676814     0.00     0.00  ivec2 glm::max<2, int, (glm::qualifier)0>(ivec2 &, ivec2 &)
  0.11     76.64     0.09 57614400     0.00     0.00  int & std::min<int>(int &, int &)
  0.11     76.73     0.09 28935000     0.00     0.00  std::vector<float, std::allocator<float> >::operator[](unsigned long)
  0.11     76.82     0.09  8168510     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0> dymaxion::operator+<int, float, (glm::qualifier)0>(dymaxion::Point<int, float, (glm::qualifier)0> &, vec2)
  0.10     76.91     0.09 57672000     0.00     0.00  rock::StratumStore<2>::age_of_world_when_first_deposited() 
  0.10     76.99     0.09  6154404     0.00     0.00  dymaxion::Point<int, int, (glm::qualifier)0> dymaxion::operator+<int, int, (glm::qualifier)0>(dymaxion::Point<int, int, (glm::qualifier)0> &, ivec2)
  0.10     77.07     0.08 115344000     0.00     0.00  auto si::operator*<0, 1, 0, 0, 0, 0, 0, double, float>(float, si::units<0, 1, 0, 0, 0, 0, 0, double>)
  0.10     77.15     0.08 68727178     0.00     0.00  Squares::polarity
  0.10     77.23     0.08 59082814     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0>::operator*=(float)
  0.10     77.31     0.08 58221290     0.00     0.00  std::vector<vec3, std::allocator<vec3 > >::operator[](unsigned long) 
  0.10     77.39     0.08 57672000     0.00     0.00  std::array<relation::PolynomialRailyardRelation<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, 0, 1>, 2ul>::operator[](unsigned long) 
  0.10     77.47     0.08  5733528     0.00     0.00  vec3 glm::operator+<float, (glm::qualifier)0>(vec3 &, vec3 &)
  0.10     77.55     0.08      800     0.00     0.01  rock::CrustSummaryOps::absorb(std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> > &, std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> > &, std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >&) 
  0.09     77.62     0.07 64300096     0.00     0.00  std::array<mat3, 20ul>::operator[](unsigned long) 
  0.09     77.70     0.07 57600000     0.00     0.00  dymaxion::NearestVertexId<int, float>(vec3) 
  0.09     77.78     0.07        1     0.07     0.07  unlayered::Morphology<iterated::Bitset<adapted::BooleanBitset> >::Morphology(unlayered::Morphology<iterated::Bitset<adapted::BooleanBitset> > &)
  0.08     77.84     0.07 147996100     0.00     0.00  std::_Base_bitset<1ul>::_Base_bitset(unsigned long long)
  0.08     77.92     0.07 59082814     0.00     0.00  vec2& vec2::operator*=<float>(float)
  0.08     77.98     0.07 57607200     0.00     0.00  vec2 glm::max<2, float, (glm::qualifier)0>(vec2 &, vec2 &)
  0.08     78.06     0.07      801     0.00     0.00  iterated::Arithmetic division
  0.08     78.12     0.07      800     0.00     0.00  CrustFracturing::exists
  0.08     78.19     0.07       20     0.00     0.00  std::__new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long)
  0.08     78.26     0.07 59676814     0.00     0.00  ivec2 glm::min<2, int, (glm::qualifier)0>(ivec2 &, ivec2 &)
  0.08     78.33     0.07 59676814     0.00     0.00  ivec2 glm::clamp<2, int, (glm::qualifier)0>(ivec2 &, int, int)
  0.08     78.39     0.07 57852020     0.00     0.00  std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > >::begin() 
  0.08     78.45     0.07 57672000     0.00     0.00  auto si::operator*<-3, 1, 0, 0, 0, 0, 0, double, float>(float, si::units<-3, 1, 0, 0, 0, 0, 0, double>)
  0.08     78.52     0.07 36133673     0.00     0.00  std::vector<si::units<-1, 1, -2, 0, 0, 0, 0, float>, std::allocator<si::units<-1, 1, -2, 0, 0, 0, 0, float> > >::operator[](unsigned long) 
  0.08     78.58     0.07       28     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long)
  0.07     78.64     0.06 59082814     0.00     0.00  dymaxion::Point<int, int, (glm::qualifier)0>::Point<int, float, (glm::qualifier)0>(dymaxion::Point<int, float, (glm::qualifier)0>)
  0.07     78.70     0.06 57852000     0.00     0.00  __gnu_cxx::__promote_2<decltype (((__gnu_cxx::__promote_2<float, std::__is_integer<float>::__value>::__type)(0))+((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))), std::__is_integer<decltype (((__gnu_cxx::__promote_2<float, std::__is_integer<float>::__value>::__type)(0))+((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0)))>::__value>::__type std::pow<float, int>(float, int)
  0.07     78.77     0.06  8168510     0.00     0.00  vec2& vec2::operator+=<float>(vec2 &)
  0.07     78.83     0.06  6692896     0.00     0.00  Projection::sphere_position 
