Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  5.41      6.99     6.99 4044637167     0.00     0.00  glm::vec<3, float, (glm::qualifier)0>::operator[](int) const
  1.41     38.09     1.82 144180000     0.00     0.00  rock::StratumSummarization<2, rock::AgedStratumDensity<std::array<relation::PolynomialRailyardRelation<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, 0, 1>, 2ul> > >::operator()(int, si::units<2, 0, 0, 0, 0, 0, 0, float>, rock::StratumStore<2> const&) const
  1.35     39.83     1.74 147023865     0.00     0.00  glm::vec<3, float, (glm::qualifier)0> glm::operator-<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&)
  1.22     41.41     1.58 345996000     0.00     0.00  rock::StratumSummary::StratumSummary(std::bitset<8ul>, si::units<-3, 1, 0, 0, 0, 0, 0, float>, si::units<1, 0, 0, 0, 0, 0, 0, float>)
  1.22     42.98     1.57 836028000     0.00     0.00  auto si::operator*<-3, 1, 0, 0, 0, 0, 0, float, unsigned int>(unsigned int, si::units<-3, 1, 0, 0, 0, 0, 0, float>)
  1.19     44.52     1.54 176960828     0.00     0.00  glm::detail::functor2<glm::vec, 2, int, (glm::qualifier)0>::call(int (*)(int, int), glm::vec<2, int, (glm::qualifier)0> const&, glm::vec<2, int, (glm::qualifier)0> const&)
  1.19     46.05     1.54 173313528     0.00     0.00  glm::detail::compute_cross<float, (glm::qualifier)0, false>::call(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&)
  1.14     47.52     1.47 357858629     0.00     0.00  glm::detail::compute_dot<glm::vec<3, float, (glm::qualifier)0>, float, false>::call(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&)
  1.13     48.98     1.46 614268000     0.00     0.00  rock::StratumSummary::StratumSummary(rock::StratumSummary const&)
  1.12     50.44     1.45 782644065     0.00     0.00  si::units<1, 0, 0, 0, 0, 0, 0, float>::operator*(float) const
  1.11     51.88     1.44 59379814     0.00     0.00  dymaxion::Projection<int, float, (glm::qualifier)0>::standardize(dymaxion::Point<int, float, (glm::qualifier)0>) const
  1.10     53.30     1.42 243814592     0.00     0.00  dymaxion::Squares<int, float, (glm::qualifier)0>::westmost(int) const
  1.10     54.71     1.42 189830724     0.00     0.00  glm::vec<3, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, float)
  1.09     56.12     1.41 488225516     0.00     0.00  auto math::residue<int, int>(int const&, int const&)
  1.06     57.48     1.37 1128640071     0.00     0.00  si::units<1, 0, 0, 0, 0, 0, 0, float>::units(float)
  0.99     58.77     1.28 484481516     0.00     0.00  auto math::residue<double, int>(double const&, int const&)
  0.91     59.95     1.18 201816000     0.00     0.00  rock::StratumSummaryOps::combine(rock::StratumSummary const&, rock::StratumSummary const&) const
  0.87     61.06     1.12 836028000     0.00     0.00  rock::StratumSummary::density() const
  0.85     62.16     1.10 484481516     0.00     0.00  auto math::modulus<int, int>(int const&, int const&)
  0.84     63.26     1.09 633744000     0.00     0.00  glm::mat<3, 3, float, (glm::qualifier)0>::operator[](int)
  0.79     64.28     1.02 1066716000     0.00     0.00  si::units<-3, 1, 0, 0, 0, 0, 0, float>::units(float)
  0.77     65.28     1.00 118759628     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0> glm::lessThan<2, float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.76     66.26     0.98 115214400     0.00     0.00  glm::detail::functor2<glm::vec, 2, float, (glm::qualifier)0>::call(float (*)(float, float), glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.74     67.22     0.95 712557768     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::operator[](int) const
  0.74     68.17     0.95 609592065     0.00     0.00  rock::StratumSummary::thickness() const
  0.72     69.10     0.94 116987014     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0>::Point(int, glm::vec<2, float, (glm::qualifier)0>)
  0.69     69.99     0.89 662635562     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::vec(float, float)
  0.67     70.86     0.87 403632000     0.00     0.00  si::units<(-3)+(1), (1)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), float> si::units<-3, 1, 0, 0, 0, 0, 0, float>::operator*<1, 0, 0, 0, 0, 0, 0>(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.67     71.72     0.86 201780000     0.00     0.00  rock::ColumnSummaryOps::absorb(rock::ColumnSummary const&, rock::StratumSummary const&) const
  0.65     72.56     0.84 593800501     0.00     0.00  glm::vec<2, int, (glm::qualifier)0>::operator[](int) const
  0.64     73.39     0.83 118759628     0.00     0.00  glm::vec<2, int, (glm::qualifier)0> glm::operator*<int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0> const&, int)
  0.64     74.22     0.83 116991166     0.00     0.00  glm::vec<2, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.61     75.02     0.79 593798140     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0>::operator[](int)
  0.61     75.81     0.79 125456765     0.00     0.00  glm::vec<2, float, (glm::qualifier)0> glm::operator-<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.59     76.57     0.77 753844065     0.00     0.00  auto si::operator*<1, 0, 0, 0, 0, 0, 0, float, float>(float, si::units<1, 0, 0, 0, 0, 0, 0, float>)
  0.57     77.31     0.74 116987014     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0> dymaxion::operator*<int, float, (glm::qualifier)0>(dymaxion::Point<int, float, (glm::qualifier)0> const&, float)
  0.57     78.04     0.73 518558496     0.00     0.00  glm::vec<3, float, (glm::qualifier)0>::operator[](int)
  0.55     78.75     0.71 605448000     0.00     0.00  si::units<-2, 1, 0, 0, 0, 0, 0, float>::units(float)
  0.54     79.44     0.69 545983918     0.00     0.00  glm::vec<2, int, (glm::qualifier)0>::vec(int, int)
  0.51     80.10     0.66 59379814     0.00     0.00  dymaxion::Indexing<int, float, (glm::qualifier)0>::standardize(dymaxion::Point<int, int, (glm::qualifier)0>) const
  0.50     80.75     0.65 59676814     0.00     0.00  dymaxion::Point<int, int, (glm::qualifier)0> dymaxion::clamp<int, int, (glm::qualifier)0>(dymaxion::Point<int, int, (glm::qualifier)0> const&, int, int)
  0.50     81.39     0.64 57852000     0.00     0.00  analytic::Railyard<float, analytic::Polynomial<float, 0, 1> >::operator()(float) const
  0.48     82.01     0.62 57607200     0.00     0.00  glm::vec<3, float, (glm::qualifier)0> glm::operator/<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, float)
  0.47     82.62     0.61 403704000     0.00     0.00  rock::MineralStore::mass() const
  0.46     83.22     0.60 144180000     0.00     0.00  rock::StratumStore<2>::mass() const
  0.45     83.80     0.58 449421470     0.00     0.00  std::sqrt(float)
  0.43     84.36     0.56 59379814     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0> glm::equal<2, int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0> const&, glm::vec<2, int, (glm::qualifier)0> const&)
  0.42     84.90     0.54 59379814     0.00     0.00  glm::vec<2, int, (glm::qualifier)0> glm::operator+<int, (glm::qualifier)0>(int, glm::vec<2, int, (glm::qualifier)0> const&)
  0.41     85.43     0.53 488225516     0.00     0.00  auto math::floor<int>(int)
  0.41     85.96     0.53                             _init
  0.41     86.48     0.53 712557768     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::length()
  0.41     87.01     0.53    17603     0.00     0.00  glm::vec<4, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<4, float, (glm::qualifier)0> const&, float const&)
  0.41     87.53     0.53     1204     0.00     0.00  glm::mat<4, 4, float, (glm::qualifier)0> glm::rotate<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&, float, glm::vec<3, float, (glm::qualifier)0> const&)
  0.40     88.06     0.52 831319173     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0>::length()
  0.40     88.58     0.52 488225516     0.00     0.00  __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::floor<int>(int)
  0.39     89.08     0.50 59379814     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0> glm::greaterThan<2, float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.39     89.58     0.50     4005     0.00     0.00  void rock::FormationSummarization<rock::StratumSummarization<2, rock::AgedStratumDensity<std::array<relation::PolynomialRailyardRelation<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, 0, 1>, 2ul> > > >::operator()<dymaxion::GridCache<int, float, (glm::qualifier)0>, std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > > >(dymaxion::GridCache<int, float, (glm::qualifier)0> const&, int, std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > > const&, std::vector<rock::StratumSummary, std::allocator<rock::StratumSummary> >&) const
  0.38     90.07     0.49 345996006     0.00     0.00  si::units<1, 0, 0, 0, 0, 0, 0, float>::operator/(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.38     90.56     0.49 59379814     0.00     0.00  glm::detail::functor1<glm::vec, 2, float, float, (glm::qualifier)0>::call(float (*)(float), glm::vec<2, float, (glm::qualifier)0> const&)
  0.38     91.06     0.49 64300096     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::basis(bool, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>) const
  0.37     91.53     0.47 357858629     0.00     0.00  float glm::dot<3, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&)
  0.36     92.00     0.47 173313528     0.00     0.00  glm::vec<3, float, (glm::qualifier)0> glm::cross<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&)
  0.36     92.47     0.47 57607200     0.00     0.00  dymaxion::Point<int, int, (glm::qualifier)0> dymaxion::min<int, int, (glm::qualifier)0>(dymaxion::Point<int, int, (glm::qualifier)0> const&, int)
  0.35     92.92     0.46 231624092     0.00     0.00  bool __gnu_cxx::operator==<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >(__gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > > const&, __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > > const&)
  0.35     93.38     0.46 28836000     0.00     0.00  auto rock::AgedStratumDensity<std::array<relation::PolynomialRailyardRelation<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, 0, 1>, 2ul> >::operator()<2>(rock::StratumStore<2> const&) const
  0.35     93.83     0.45 59379814     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0> glm::notEqual<2, int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0> const&, glm::vec<2, int, (glm::qualifier)0> const&)
  0.34     94.27     0.45 345996000     0.00     0.00  unsigned int const& std::min<unsigned int>(unsigned int const&, unsigned int const&)
  0.34     94.72     0.45 59379814     0.00     0.00  glm::detail::compute_sign<2, float, (glm::qualifier)0, true, false>::call(glm::vec<2, float, (glm::qualifier)0> const&)
  0.34     95.16     0.44 201816000     0.00     0.00  si::units<(-2)-(1), (1)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), float> si::units<-2, 1, 0, 0, 0, 0, 0, float>::operator/<1, 0, 0, 0, 0, 0, 0>(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.33     95.58     0.43 484481516     0.00     0.00  auto math::floor<double>(double)
  0.33     96.02     0.43 201816000     0.00     0.00  std::bitset<8ul> std::operator|<8ul>(std::bitset<8ul> const&, std::bitset<8ul> const&)
  0.33     96.44     0.42 201780000     0.00     0.00  rock::ColumnSummary::ColumnSummary(rock::StratumSummary, rock::StratumSummary)
  0.32     96.85     0.41 201816001     0.00     0.00  si::units<1, 0, 0, 0, 0, 0, 0, float>::operator+(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.31     97.25     0.40 57852000     0.00     0.00  analytic::Polynomial<float, 0, 1>::operator()(float) const
  0.30     97.64     0.39 59379814     0.00     0.00  glm::vec<2, int, (glm::qualifier)0> glm::operator*<int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0> const&, glm::vec<2, int, (glm::qualifier)0> const&)
  0.29     98.01     0.38     1600     0.00     0.05  void iterated::Index::operator()<std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >, procedural::Map<field::Compose<dymaxion::NearestVertexId<int, float>, field::Affinity<3, 3, float, (glm::qualifier)0> >, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > > >, std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> > >(std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> > const&, procedural::Map<field::Compose<dymaxion::NearestVertexId<int, float>, field::Affinity<3, 3, float, (glm::qualifier)0> >, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > > > const&, std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >&) const
  0.28     98.38     0.36 59379814     0.00     0.00  glm::vec<2, float, (glm::qualifier)0> glm::operator-<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, float)
  0.28     98.74     0.36 57607200     0.00     0.00  dymaxion::Voronoi<int, float, (glm::qualifier)0>::grid_id(glm::vec<3, float, (glm::qualifier)0>) const
  0.28     99.10     0.36 374796000     0.00     0.00  si::units<-3, 1, 0, 0, 0, 0, 0, float>::operator/(si::units<-3, 1, 0, 0, 0, 0, 0, float>) const
  0.27     99.45     0.35 237521033     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0>::operator[](int) const
  0.27     99.81     0.35 288360000     0.00     0.00  si::units<0, 1, 0, 0, 0, 0, 0, float>::operator>(si::units<0, 1, 0, 0, 0, 0, 0, float>) const
  0.27    100.16     0.35 259416000     0.00     0.00  std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >::operator[](unsigned long) const
  0.27    100.50     0.35 64302152     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::yx() const
  0.27    100.85     0.34 66072710     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0> dymaxion::operator+<int, float, (glm::qualifier)0>(dymaxion::Point<int, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0>)
  0.26    101.19     0.34 403704000     0.00     0.00  std::array<rock::MineralStore, 2ul>::operator[](unsigned long) const
  0.26    101.53     0.34 352733658     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::vec(float)
  0.26    101.87     0.34 201832036     0.00     0.00  std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >::size() const
  0.26    102.21     0.34 144216000     0.00     0.00  si::units<(1)+(1), (0)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), float> si::units<1, 0, 0, 0, 0, 0, 0, float>::operator*<1, 0, 0, 0, 0, 0, 0>(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.26    102.55     0.34 201816000     0.00     0.00  std::bitset<8ul>::operator|=(std::bitset<8ul> const&)
  0.26    102.88     0.33 173017562     0.00     0.00  std::vector<rock::StratumSummary, std::allocator<rock::StratumSummary> >::operator[](unsigned long) const
  0.26    103.20     0.33 66072710     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0> dymaxion::operator/<int, float, (glm::qualifier)0>(dymaxion::Point<int, float, (glm::qualifier)0> const&, float)
  0.25    103.53     0.33 125690828     0.00     0.00  glm::detail::compute_normalize<3, float, (glm::qualifier)0, false>::call(glm::vec<3, float, (glm::qualifier)0> const&)
  0.25    103.85     0.32 259416000     0.00     0.00  std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >::operator[](unsigned long)
  0.25    104.17     0.32 201816000     0.00     0.00  std::_Base_bitset<1ul>::_M_do_or(std::_Base_bitset<1ul> const&)
  0.25    104.49     0.32 178143594     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::vec<bool, (glm::qualifier)0>(glm::vec<2, bool, (glm::qualifier)0> const&)
  0.25    104.81     0.32 57607200     0.00     0.00  dymaxion::Voronoi<int, float, (glm::qualifier)0>::grid_position(glm::vec<3, float, (glm::qualifier)0>) const
  0.24    105.12     0.32 308115892     0.00     0.00  std::cos(float)
  0.24    105.44     0.31 308115892     0.00     0.00  std::sin(float)
  0.24    105.75     0.31 147996100     0.00     0.00  std::bitset<8ul>::bitset(unsigned long long)
  0.24    106.06     0.31 118759628     0.00     0.00  bool glm::all<2, (glm::qualifier)0>(glm::vec<2, bool, (glm::qualifier)0> const&)
  0.24    106.36     0.31 59379814     0.00     0.00  dymaxion::Indexing<int, float, (glm::qualifier)0>::memory_id(dymaxion::Point<int, int, (glm::qualifier)0>) const
  0.24    106.67     0.31 57609276     0.00     0.00  glm::vec<2, float, (glm::qualifier)0> glm::operator+<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.23    106.97     0.30 201816000     0.00     0.00  si::units<-2, 1, 0, 0, 0, 0, 0, float>::operator+(si::units<-2, 1, 0, 0, 0, 0, 0, float>) const
  0.23    107.28     0.30 57607200     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::is_polar_sphere_position(float, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>) const
  0.23    107.57     0.29 144180000     0.00     0.00  si::units<(0)-(-1), (1)-(1), (0)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), float> si::units<0, 1, 0, 0, 0, 0, 0, float>::operator/<-1, 1, 0, 0, 0, 0, 0>(si::units<-1, 1, 0, 0, 0, 0, 0, float>) const
  0.23    107.86     0.29 57607200     0.00     0.00  glm::vec<3, float, (glm::qualifier)0>::xy() const
  0.23    108.16     0.29        1     0.29     0.29  unlayered::Morphology<iterated::Bitset<adapted::BooleanBitset> >::Morphology(unlayered::Morphology<iterated::Bitset<adapted::BooleanBitset> > const&)
  0.22    108.45     0.29 463248184     0.00     0.00  __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >::base() const
  0.22    108.74     0.29 242439538     0.00     0.00  __gnu_cxx::__promote_2<decltype (((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))+((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))), std::__is_integer<decltype (((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))+((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0)))>::__value>::__type std::pow<int, int>(int, int)
  0.22    109.02     0.28 593800501     0.00     0.00  glm::vec<2, int, (glm::qualifier)0>::length()
  0.22    109.30     0.28 346032000     0.00     0.00  si::units<0, 1, 0, 0, 0, 0, 0, float>::operator+=(si::units<0, 1, 0, 0, 0, 0, 0, float>)
  0.22    109.58     0.28 177122503     0.00     0.00  si::units<1, 0, 0, 0, 0, 0, 0, float>::operator>(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.21    109.86     0.28 125690828     0.00     0.00  float glm::inversesqrt<float>(float)
  0.21    110.13     0.28 64300096     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::origin(int, float, bool) const
  0.21    110.41     0.28 59379814     0.00     0.00  int math::compMaxAbs<2, int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0>)
  0.21    110.67     0.27 234568028     0.00     0.00  int glm::min<int>(int, int)
  0.21    110.94     0.27 147996100     0.00     0.00  std::_Sanitize_val<8ul, true>::_S_do_sanitize_val(unsigned long long)
  0.20    111.20     0.26 236340642     0.00     0.00  glm::vec<2, int, (glm::qualifier)0>::vec(int)
  0.20    111.47     0.26    28141     0.00     0.00  glm::vec<4, float, (glm::qualifier)0>::length()
  0.20    111.72     0.26     4005     0.00     0.00  rock::CrustSummaryOps::absorb(std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> > const&, std::vector<rock::StratumSummary, std::allocator<rock::StratumSummary> > const&, std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >&) const
  0.19    111.97     0.24 182131128     0.00     0.00  glm::vec<2, int, (glm::qualifier)0>::vec<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&)
  0.19    112.20     0.24 115380002     0.00     0.00  si::units<0, 1, 0, 0, 0, 0, 0, double>::operator*(double) const
  0.19    112.44     0.24 59379814     0.00     0.00  bool glm::any<2, (glm::qualifier)0>(glm::vec<2, bool, (glm::qualifier)0> const&)
  0.19    112.69     0.24 57607200     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::plane_project(glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>) const
  0.19    112.92     0.24 57600000     0.00     0.00  auto field::Compose<dymaxion::NearestVertexId<int, float>, field::Affinity<3, 3, float, (glm::qualifier)0> >::operator()<3, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0>) const
  0.18    113.16     0.23 144180000     0.00     0.00  si::units<(2)+(-3), (0)+(1), (0)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), float> si::units<2, 0, 0, 0, 0, 0, 0, float>::operator*<-3, 1, 0, 0, 0, 0, 0>(si::units<-3, 1, 0, 0, 0, 0, 0, float>) const
  0.18    113.39     0.23 144520196     0.00     0.00  dymaxion::GridCache<int, float, (glm::qualifier)0>::vertex_dual_area(int) const
  0.18    113.62     0.23 125690828     0.00     0.00  glm::vec<3, float, (glm::qualifier)0> glm::normalize<3, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&)
  0.18    113.85     0.23 118759629     0.00     0.00  glm::detail::compute_abs<float, true>::call(float)
  0.18    114.08     0.23 57708000     0.00     0.00  si::units<0, 0, 1, 0, 0, 0, 0, double>::operator*(double) const
  0.17    114.31     0.23 115704040     0.00     0.00  __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >::__normal_iterator(analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const* const&)
  0.17    114.53     0.22 201780000     0.00     0.00  si::units<-3, 1, 0, 0, 0, 0, 0, float>::operator<(si::units<-3, 1, 0, 0, 0, 0, 0, float>) const
  0.16    114.73     0.21 403632000     0.00     0.00  rock::StratumSummary::plate_ids_bitset() const
  0.16    114.94     0.21 173772000     0.00     0.00  analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >::operator()(float) const
  0.16    115.16     0.21 116987014     0.00     0.00  dymaxion::Point<int, int, (glm::qualifier)0>::Point<int, float, (glm::qualifier)0>(dymaxion::Point<int, float, (glm::qualifier)0>)
  0.16    115.36     0.21 115344000     0.00     0.00  auto si::operator*<0, 1, 0, 0, 0, 0, 0, double, float>(float, si::units<0, 1, 0, 0, 0, 0, 0, double>)
  0.16    115.58     0.21 57607200     0.00     0.00  dymaxion::Grid<int, float, (glm::qualifier)0>::nearest_vertex_id(glm::vec<3, float, (glm::qualifier)0>) const
  0.16    115.78     0.20 173772072     0.00     0.00  __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >::operator++()
  0.15    115.98     0.20 173052003     0.00     0.00  si::units<-3, 1, 0, 0, 0, 0, 0, double>::units(double)
  0.15    116.18     0.20 115380003     0.00     0.00  si::units<(0)-(3), (1)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), double> si::units<0, 1, 0, 0, 0, 0, 0, double>::operator/<3, 0, 0, 0, 0, 0, 0>(si::units<3, 0, 0, 0, 0, 0, 0, double>) const
  0.15    116.38     0.20 57607200     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::is_eastern_sphere_position(glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>) const
  0.15    116.58     0.20 242439538     0.00     0.00  dymaxion::Squares<int, float, (glm::qualifier)0>::polarity(int) const
