Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  5.66      6.35     6.35 619031235     0.00     0.00  glm::vec<3, float, (glm::qualifier)0> dymaxion::cartesian_from_zlon<float>(float, float)
  1.76     48.38     1.98 559214153     0.00     0.00  glm::detail::compute_dot<glm::vec<3, float, (glm::qualifier)0>, float, false>::call(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&)
  1.76     50.36     1.98 187877757     0.00     0.00  glm::detail::compute_cross<float, (glm::qualifier)0, false>::call(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&)
  1.70     52.27     1.91 422292290     0.00     0.00  dymaxion::Squares<int, float, (glm::qualifier)0>::westmost(int) const
  1.62     54.09     1.81 2767217304     0.00     0.00  glm::vec<3, float, (glm::qualifier)0>::length()
  1.44     55.70     1.62 663139787     0.00     0.00  auto math::residue<double, int>(double const&, int const&)
  1.33     57.20     1.50 36141809     0.00     0.00  dymaxion::Grid<int, float, (glm::qualifier)0>::vertex_dual_area(int) const
  1.29     58.65     1.45 197182421     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0> dymaxion::operator+<int, float, (glm::qualifier)0>(dymaxion::Point<int, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0>)
  1.24     60.03     1.39 196739974     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::yx() const
  1.22     61.41     1.37 2793631305     0.00     0.00  glm::mat<3, 3, float, (glm::qualifier)0>::length()
  1.20     62.76     1.35 663139787     0.00     0.00  auto math::modulus<int, int>(int const&, int const&)
  1.20     64.11     1.35 145955757     0.00     0.00  glm::vec<3, float, (glm::qualifier)0> glm::operator+<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&)
  1.17     65.42     1.31 182331745     0.00     0.00  dymaxion::Voronoi<int, float, (glm::qualifier)0>::sphere_normal(dymaxion::Point<int, int, (glm::qualifier)0>) const
  1.16     66.72     1.30 182331745     0.00     0.00  glm::vec<2, float, (glm::qualifier)0> glm::operator/<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  1.04     67.89     1.17 356627334     0.00     0.00  glm::vec<3, float, (glm::qualifier)0> glm::normalize<3, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&)
  1.02     69.03     1.15 1124085555     0.00     0.00  std::sqrt(float)
  1.02     70.18     1.15 146060852     0.00     0.00  dymaxion::Point<int, int, (glm::qualifier)0> dymaxion::operator+<int, int, (glm::qualifier)0>(dymaxion::Point<int, int, (glm::qualifier)0> const&, glm::vec<2, int, (glm::qualifier)0>)
  1.01     71.31     1.14 146060852     0.00     0.00  glm::vec<2, int, (glm::qualifier)0> glm::operator*<int, (glm::qualifier)0>(int, glm::vec<2, int, (glm::qualifier)0> const&)
  0.96     72.39     1.08 197182421     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0> dymaxion::operator/<int, float, (glm::qualifier)0>(dymaxion::Point<int, float, (glm::qualifier)0> const&, float)
  0.92     73.42     1.03 196738945     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::basis(bool, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>) const
  0.88     74.41     0.98 356627334     0.00     0.00  glm::detail::compute_normalize<3, float, (glm::qualifier)0, false>::call(glm::vec<3, float, (glm::qualifier)0> const&)
  0.86     75.38     0.96 707697047     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::vec(float, float)
  0.81     76.28     0.91                             _init
  0.74     77.11     0.82 196738945     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::origin(int, float, bool) const
  0.73     77.93     0.82 14407200     0.00     0.00  glm::detail::compute_inverse<3, 3, float, (glm::qualifier)0, false>::call(glm::mat<3, 3, float, (glm::qualifier)0> const&)
  0.70     78.72     0.79 808598023     0.00     0.00  __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::floor<int>(int)
  0.69     79.48     0.77 182241295     0.00     0.00  dymaxion::Voronoi<int, float, (glm::qualifier)0>::sphere_position(dymaxion::Point<int, int, (glm::qualifier)0>) const
  0.64     80.20     0.72 619032439     0.00     0.00  std::cos(float)
  0.64     80.92     0.71 559214153     0.00     0.00  float glm::dot<3, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&)
  0.62     81.62     0.70 808598023     0.00     0.00  auto math::floor<int>(int)
  0.61     82.31     0.69 431055265     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::vec<int, int>(int, int)
  0.54     82.92     0.61 36045000     0.00     0.00  rock::StratumSummarization<2, rock::AgedStratumDensity<std::array<relation::PolynomialRailyardRelation<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, 0, 1>, 2ul> > >::operator()(int, si::units<2, 0, 0, 0, 0, 0, 0, float>, rock::StratumStore<2> const&) const
  0.53     83.52     0.60 663139787     0.00     0.00  auto math::floor<double>(double)
  0.53     84.11     0.59 356627334     0.00     0.00  float glm::inversesqrt<float>(float)
  0.51     84.68     0.57 14407200     0.00     0.00  dymaxion::Projection<int, float, (glm::qualifier)0>::grid_id(glm::vec<3, float, (glm::qualifier)0>) const
  0.48     85.22     0.54 37577375     0.00     0.00  dymaxion::Indexing<int, float, (glm::qualifier)0>::grid_id(int) const
  0.47     85.75     0.53 182331745     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::is_polar_square_id(int, bool) const
  0.46     86.27     0.52 619032439     0.00     0.00  std::sin(float)
  0.46     86.78     0.52 187877757     0.00     0.00  glm::vec<3, float, (glm::qualifier)0> glm::cross<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&)
  0.45     87.30     0.51 153567000     0.00     0.00  rock::StratumSummary::StratumSummary(rock::StratumSummary const&)
  0.44     87.79     0.49 209007000     0.00     0.00  si::units<-3, 1, 0, 0, 0, 0, 0, float>::operator*(float) const
  0.44     88.28     0.49 195559323     0.00     0.00  si::units<1, 0, 0, 0, 0, 0, 0, float>::operator*(float) const
  0.39     88.72     0.44    17603     0.02     0.02  glm::vec<4, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<4, float, (glm::qualifier)0> const&, float const&)
  0.37     89.14     0.42 209007000     0.00     0.00  auto si::operator*<-3, 1, 0, 0, 0, 0, 0, float, unsigned int>(unsigned int, si::units<-3, 1, 0, 0, 0, 0, 0, float>)
  0.36     89.55     0.41 196746145     0.00     0.00  glm::mat<3, 3, float, (glm::qualifier)0>::mat(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&)
  0.36     89.95     0.41    28141     0.01     0.01  glm::vec<4, float, (glm::qualifier)0>::length()
  0.35     90.34     0.39 241290973     0.00     0.00  __gnu_cxx::__promote_2<decltype (((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))+((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))), std::__is_integer<decltype (((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))+((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0)))>::__value>::__type std::pow<int, int>(int, int)
  0.34     90.73     0.39 182331745     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::sphere_project(glm::vec<3, float, (glm::qualifier)0>) const
  0.33     91.10     0.37 86499000     0.00     0.00  rock::StratumSummary::StratumSummary(std::bitset<8ul>, si::units<-3, 1, 0, 0, 0, 0, 0, float>, si::units<1, 0, 0, 0, 0, 0, 0, float>)
  0.32     91.46     0.36 282058329     0.00     0.00  si::units<1, 0, 0, 0, 0, 0, 0, float>::units(float)
  0.32     91.82     0.36 281069862     0.00     0.00  glm::vec<2, int, (glm::qualifier)0>::vec(int, int)
  0.30     92.16     0.34 50454000     0.00     0.00  rock::StratumSummaryOps::combine(rock::StratumSummary const&, rock::StratumSummary const&) const
  0.30     92.50     0.34     1204     0.28     0.83  glm::mat<4, 4, float, (glm::qualifier)0> glm::rotate<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&, float, glm::vec<3, float, (glm::qualifier)0> const&)
  0.29     92.83     0.33 29701352     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0> glm::lessThan<2, float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.29     93.14     0.32 14850676     0.00     0.00  dymaxion::Projection<int, float, (glm::qualifier)0>::standardize(dymaxion::Point<int, float, (glm::qualifier)0>) const
  0.27     93.44     0.30 209007000     0.00     0.00  rock::StratumSummary::density() const
  0.27     93.75     0.30 182331745     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::is_inverted_grid_position(glm::vec<2, float, (glm::qualifier)0>) const
  0.27     94.05     0.30 44257052     0.00     0.00  glm::detail::functor2<glm::vec, 2, int, (glm::qualifier)0>::call(int (*)(int, int), glm::vec<2, int, (glm::qualifier)0> const&, glm::vec<2, int, (glm::qualifier)0> const&)
  0.26     94.33     0.29 212033097     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::vec<int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0> const&)
  0.26     94.62     0.29 197182421     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0>::Point<int, int, (glm::qualifier)0>(dymaxion::Point<int, int, (glm::qualifier)0>)
  0.25     94.91     0.28 197182421     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>& glm::vec<2, float, (glm::qualifier)0>::operator+=<float>(glm::vec<2, float, (glm::qualifier)0> const&)
  0.25     95.19     0.28 146060852     0.00     0.00  glm::vec<2, int, (glm::qualifier)0>& glm::vec<2, int, (glm::qualifier)0>::operator+=<int>(glm::vec<2, int, (glm::qualifier)0> const&)
  0.25     95.47     0.28 197182421     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>& glm::vec<2, float, (glm::qualifier)0>::operator/=<float>(float)
  0.24     95.73     0.27 36045000     0.00     0.00  rock::StratumStore<2>::mass() const
  0.23     96.00     0.26 197182421     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0>::operator/=(float)
  0.22     96.25     0.25 151362000     0.00     0.00  si::units<-2, 1, 0, 0, 0, 0, 0, float>::units(float)
  0.22     96.49     0.24 266679000     0.00     0.00  si::units<-3, 1, 0, 0, 0, 0, 0, float>::units(float)
  0.22     96.73     0.24 158544000     0.00     0.00  glm::mat<3, 3, float, (glm::qualifier)0>::operator[](int)
  0.22     96.98     0.24 100908000     0.00     0.00  si::units<(-3)+(1), (1)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), float> si::units<-3, 1, 0, 0, 0, 0, 0, float>::operator*<1, 0, 0, 0, 0, 0, 0>(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.21     97.22     0.24 146060852     0.00     0.00  dymaxion::Point<int, int, (glm::qualifier)0>::operator+=(glm::vec<2, int, (glm::qualifier)0>)
  0.21     97.45     0.23 50445000     0.00     0.00  rock::ColumnSummaryOps::absorb(rock::ColumnSummary const&, rock::StratumSummary const&) const
  0.20     97.69     0.23     4800     0.05     0.05  procedural::Map<field::Compose<dymaxion::NearestVertexId<int, float>, field::Affinity<3, 3, float, (glm::qualifier)0> >, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > > >::size() const
  0.20     97.91     0.23 182331745     0.00     0.00  glm::vec<3, float, (glm::qualifier)0>::vec<float, float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, float)
  0.20     98.14     0.23 148506760     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0>::operator[](int)
  0.20     98.36     0.22 178208112     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::operator[](int) const
  0.20     98.58     0.22 146060852     0.00     0.00  dymaxion::Grid<int, float, (glm::qualifier)0>::arrow_offset_grid_position(int) const
  0.19     98.79     0.21 152296323     0.00     0.00  rock::StratumSummary::thickness() const
  0.19     99.00     0.21 28814400     0.00     0.00  glm::detail::functor2<glm::vec, 2, float, (glm::qualifier)0>::call(float (*)(float, float), glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.19     99.22     0.21 144952977     0.00     0.00  glm::detail::compute_length<3, float, (glm::qualifier)0, false>::call(glm::vec<3, float, (glm::qualifier)0> const&)
  0.19     99.42     0.21 29259974     0.00     0.00  glm::vec<2, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.18     99.63     0.20 14850676     0.00     0.00  dymaxion::Indexing<int, float, (glm::qualifier)0>::standardize(dymaxion::Point<int, int, (glm::qualifier)0>) const
  0.18     99.83     0.20        1   205.00   205.00  unlayered::Morphology<iterated::Bitset<adapted::BooleanBitset> >::Morphology(unlayered::Morphology<iterated::Bitset<adapted::BooleanBitset> > const&)
  0.18    100.03     0.20 148507939     0.00     0.00  glm::vec<2, int, (glm::qualifier)0>::operator[](int) const
  0.17    100.22     0.19 197182421     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0>::operator+=(glm::vec<2, float, (glm::qualifier)0>)
  0.17    100.42     0.19 188359323     0.00     0.00  auto si::operator*<1, 0, 0, 0, 0, 0, 0, float, float>(float, si::units<1, 0, 0, 0, 0, 0, 0, float>)
  0.17    100.61     0.19 178208112     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::length()
  0.17    100.80     0.19 129758496     0.00     0.00  glm::vec<3, float, (glm::qualifier)0>::operator[](int)
  0.17    100.98     0.19 29701352     0.00     0.00  bool glm::all<2, (glm::qualifier)0>(glm::vec<2, bool, (glm::qualifier)0> const&)
  0.17    101.17     0.19 14407200     0.00     0.00  glm::vec<3, float, (glm::qualifier)0> glm::operator/<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, float)
  0.16    101.36     0.18 241290973     0.00     0.00  dymaxion::Squares<int, float, (glm::qualifier)0>::polarity(int) const
  0.16    101.55     0.18 29701352     0.00     0.00  glm::vec<2, int, (glm::qualifier)0> glm::operator*<int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0> const&, int)
  0.16    101.72     0.18 146060852     0.00     0.00  glm::vec<2, int, (glm::qualifier)0>::vec<bool, int>(bool, int)
  0.15    101.89     0.17 29257876     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0> dymaxion::operator*<int, float, (glm::qualifier)0>(dymaxion::Point<int, float, (glm::qualifier)0> const&, float)
  0.15    102.06     0.17 207910361     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0>::length()
  0.14    102.22     0.16 81685927     0.00     0.00  glm::vec<2, int, (glm::qualifier)0>::vec<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&)
  0.14    102.38     0.16 36045000     0.00     0.00  si::units<(2)+(-3), (0)+(1), (0)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), float> si::units<2, 0, 0, 0, 0, 0, 0, float>::operator*<-3, 1, 0, 0, 0, 0, 0>(si::units<-3, 1, 0, 0, 0, 0, 0, float>) const
  0.14    102.54     0.16     4005     0.04    20.08  void rock::FormationSummarization<rock::StratumSummarization<2, rock::AgedStratumDensity<std::array<relation::PolynomialRailyardRelation<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, 0, 1>, 2ul> > > >::operator()<dymaxion::GridCache<int, float, (glm::qualifier)0>, std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > > >(dymaxion::GridCache<int, float, (glm::qualifier)0> const&, int, std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > > const&, std::vector<rock::StratumSummary, std::allocator<rock::StratumSummary> >&) const
  0.14    102.69     0.15 14463000     0.00     0.00  analytic::Railyard<float, analytic::Polynomial<float, 0, 1> >::operator()(float) const
  0.13    102.84     0.15 100926000     0.00     0.00  rock::MineralStore::mass() const
  0.13    103.00     0.15 14850676     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0> glm::notEqual<2, int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0> const&, glm::vec<2, int, (glm::qualifier)0> const&)
  0.13    103.14     0.15 14850676     0.00     0.00  glm::vec<2, int, (glm::qualifier)0> glm::operator+<int, (glm::qualifier)0>(int, glm::vec<2, int, (glm::qualifier)0> const&)
  0.13    103.29     0.14 50454000     0.00     0.00  si::units<(-2)-(1), (1)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), float> si::units<-2, 1, 0, 0, 0, 0, 0, float>::operator/<1, 0, 0, 0, 0, 0, 0>(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.13    103.44     0.14 14850676     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0> glm::equal<2, int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0> const&, glm::vec<2, int, (glm::qualifier)0> const&)
  0.12    103.58     0.14 66946111     0.00     0.00  dymaxion::Point<int, int, (glm::qualifier)0>::Point(int, glm::vec<2, int, (glm::qualifier)0>)
  0.12    103.71     0.14    12375     0.01     0.01  glm::vec<4, float, (glm::qualifier)0>& glm::vec<4, float, (glm::qualifier)0>::operator+=<float>(glm::vec<4, float, (glm::qualifier)0> const&)
  0.11    103.83     0.12 86499006     0.00     0.00  si::units<1, 0, 0, 0, 0, 0, 0, float>::operator/(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.11    103.96     0.12 50454000     0.00     0.00  std::bitset<8ul> std::operator|<8ul>(std::bitset<8ul> const&, std::bitset<8ul> const&)
  0.11    104.08     0.12 88217106     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::vec(float)
  0.11    104.20     0.12 43443000     0.00     0.00  analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >::operator()(float) const
  0.11    104.32     0.12 14408249     0.00     0.00  glm::vec<2, float, (glm::qualifier)0> glm::operator+<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.11    104.44     0.12   540000     0.00     0.00  std::exp(float)
  0.10    104.56     0.12 75154750     0.00     0.00  cartesian::Interleaving<int>::block_id(int) const
  0.10    104.67     0.12 14850676     0.00     0.00  glm::detail::compute_sign<2, float, (glm::qualifier)0, true, false>::call(glm::vec<2, float, (glm::qualifier)0> const&)
  0.10    104.78     0.12 14407200     0.00     0.00  dymaxion::Point<int, int, (glm::qualifier)0> dymaxion::min<int, int, (glm::qualifier)0>(dymaxion::Point<int, int, (glm::qualifier)0> const&, int)
  0.10    104.90     0.12        1   115.00   115.00  glm::vec<2, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, float)
  0.10    105.01     0.11 75154750     0.00     0.00  cartesian::Interleaving<int>::element_id(int) const
  0.10    105.12     0.11 64854000     0.00     0.00  std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >::operator[](unsigned long)
  0.10    105.23     0.11 57906092     0.00     0.00  bool __gnu_cxx::operator==<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >(__gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > > const&, __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > > const&)
  0.10    105.34     0.11 28845003     0.00     0.00  si::units<(0)-(3), (1)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), double> si::units<0, 1, 0, 0, 0, 0, 0, double>::operator/<3, 0, 0, 0, 0, 0, 0>(si::units<3, 0, 0, 0, 0, 0, 0, double>) const
  0.10    105.45     0.11        1   110.00   110.00  std::tan(float)
  0.09    105.56     0.10 50454001     0.00     0.00  si::units<1, 0, 0, 0, 0, 0, 0, float>::operator+(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.09    105.66     0.10  7233750     0.00     0.00  std::vector<float, std::allocator<float> >::operator[](unsigned long)
  0.09    105.76     0.10 44178922     0.00     0.00  si::units<1, 0, 0, 0, 0, 0, 0, float>::operator>(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.09    105.86     0.10 14850676     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0> glm::greaterThan<2, float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.09    105.96     0.10 14463000     0.00     0.00  analytic::Polynomial<float, 0, 1>::operator()(float) const
  0.08    106.05     0.09 148507939     0.00     0.00  glm::vec<2, int, (glm::qualifier)0>::length()
  0.08    106.14     0.09 100926000     0.00     0.00  std::array<rock::MineralStore, 2ul>::operator[](unsigned long) const
  0.08    106.23     0.09 86508000     0.00     0.00  si::units<0, 1, 0, 0, 0, 0, 0, float>::operator+=(si::units<0, 1, 0, 0, 0, 0, 0, float>)
  0.08    106.32     0.09 44554126     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::vec<bool, (glm::qualifier)0>(glm::vec<2, bool, (glm::qualifier)0> const&)
  0.08    106.41     0.09 43443072     0.00     0.00  __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >::operator++()
  0.08    106.50     0.09 14924926     0.00     0.00  dymaxion::Point<int, int, (glm::qualifier)0> dymaxion::clamp<int, int, (glm::qualifier)0>(dymaxion::Point<int, int, (glm::qualifier)0> const&, int, int)
  0.08    106.59     0.09 14850676     0.00     0.00  glm::vec<2, int, (glm::qualifier)0> glm::operator*<int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0> const&, glm::vec<2, int, (glm::qualifier)0> const&)
  0.08    106.68     0.09     4005     0.02     1.00  rock::CrustSummaryOps::absorb(std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> > const&, std::vector<rock::StratumSummary, std::allocator<rock::StratumSummary> > const&, std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >&) const
  0.08    106.77     0.09 64854000     0.00     0.00  std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >::operator[](unsigned long) const
  0.08    106.85     0.09 50454000     0.00     0.00  std::bitset<8ul>::operator|=(std::bitset<8ul> const&)
  0.08    106.94     0.09 43254401     0.00     0.00  std::vector<rock::StratumSummary, std::allocator<rock::StratumSummary> >::operator[](unsigned long) const
  0.08    107.02     0.09 36054000     0.00     0.00  si::units<(1)+(1), (0)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), float> si::units<1, 0, 0, 0, 0, 0, 0, float>::operator*<1, 0, 0, 0, 0, 0, 0>(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.07    107.10     0.08 144952977     0.00     0.00  float glm::length<3, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&)
  0.07    107.18     0.08 58664252     0.00     0.00  int glm::min<int>(int, int)
  0.07    107.26     0.08 50445000     0.00     0.00  rock::ColumnSummary::ColumnSummary(rock::StratumSummary, rock::StratumSummary)
  0.07    107.34     0.08 14850676     0.00     0.00  dymaxion::Indexing<int, float, (glm::qualifier)0>::memory_id(dymaxion::Point<int, int, (glm::qualifier)0>) const
  0.07    107.42     0.08 14407200     0.00     0.00  dymaxion::Voronoi<int, float, (glm::qualifier)0>::grid_position(glm::vec<3, float, (glm::qualifier)0>) const
  0.07    107.50     0.08 14407200     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::is_polar_sphere_position(float, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>) const
  0.07    107.58     0.08  7209000     0.00     0.00  auto rock::AgedStratumDensity<std::array<relation::PolynomialRailyardRelation<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, 0, 1>, 2ul> >::operator()<2>(rock::StratumStore<2> const&) const
  0.07    107.66     0.07 50454000     0.00     0.00  std::_Base_bitset<1ul>::_M_do_or(std::_Base_bitset<1ul> const&)
  0.07    107.73     0.07 14850676     0.00     0.00  glm::vec<2, float, (glm::qualifier)0> glm::operator-<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, float)
  0.06    107.80     0.07 100908000     0.00     0.00  rock::StratumSummary::plate_ids_bitset() const
  0.06    107.87     0.07 43263001     0.00     0.00  si::units<-3, 1, 0, 0, 0, 0, 0, float>::units<double>(si::units<-3, 1, 0, 0, 0, 0, 0, double>)
