Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  5.29      1.78     1.78 1011583653     0.00     0.00  glm::vec<3, float, (glm::qualifier)0>::operator[](int) const
  0.73     19.28     0.24 14850676     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0> glm::notEqual<2, int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0> const&, glm::vec<2, int, (glm::qualifier)0> const&)
  0.71     19.52     0.24 129758496     0.00     0.00  glm::vec<3, float, (glm::qualifier)0>::operator[](int)
  0.70     19.75     0.23 148507939     0.00     0.00  glm::vec<2, int, (glm::qualifier)0>::operator[](int) const
  0.59     19.95     0.20 165738658     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::vec(float, float)
  0.58     20.15     0.20 148506760     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0>::operator[](int)
  0.55     20.34     0.18 178208112     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::length()
  0.53     20.52     0.18 158544000     0.00     0.00  glm::mat<3, 3, float, (glm::qualifier)0>::operator[](int)
  0.53     20.70     0.18 29257876     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0> dymaxion::operator*<int, float, (glm::qualifier)0>(dymaxion::Point<int, float, (glm::qualifier)0> const&, float)
  0.52     20.87     0.17 207910361     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0>::length()
  0.52     21.05     0.17 29701352     0.00     0.00  glm::vec<2, int, (glm::qualifier)0> glm::operator*<int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0> const&, int)
  0.52     21.22     0.17    17603     0.01     0.01  glm::vec<4, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<4, float, (glm::qualifier)0> const&, float const&)
  0.49     21.39     0.17 152296323     0.00     0.00  rock::StratumSummary::thickness() const
  0.49     21.55     0.17 88217106     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::vec(float)
  0.47     21.71     0.16 50445000     0.00     0.00  rock::ColumnSummary::ColumnSummary(rock::StratumSummary, rock::StratumSummary)
  0.47     21.87     0.16 14850676     0.00     0.00  dymaxion::Indexing<int, float, (glm::qualifier)0>::standardize(dymaxion::Point<int, int, (glm::qualifier)0>) const
  0.47     22.03     0.16                             _init
  0.46     22.18     0.15 136547626     0.00     0.00  glm::vec<2, int, (glm::qualifier)0>::vec(int, int)
  0.44     22.34     0.15 151362000     0.00     0.00  si::units<-2, 1, 0, 0, 0, 0, 0, float>::units(float)
  0.44     22.48     0.15 14407200     0.00     0.00  dymaxion::Point<int, int, (glm::qualifier)0> dymaxion::min<int, int, (glm::qualifier)0>(dymaxion::Point<int, int, (glm::qualifier)0> const&, int)
  0.43     22.63     0.14 86499000     0.00     0.00  unsigned int const& std::min<unsigned int>(unsigned int const&, unsigned int const&)
  0.43     22.77     0.14 16529626     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0> dymaxion::operator+<int, float, (glm::qualifier)0>(dymaxion::Point<int, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0>)
  0.41     22.91     0.14 50454001     0.00     0.00  si::units<1, 0, 0, 0, 0, 0, 0, float>::operator+(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.41     23.05     0.14 50454000     0.00     0.00  std::bitset<8ul> std::operator|<8ul>(std::bitset<8ul> const&, std::bitset<8ul> const&)
  0.41     23.20     0.14 14850676     0.00     0.00  glm::detail::functor1<glm::vec, 2, float, float, (glm::qualifier)0>::call(float (*)(float), glm::vec<2, float, (glm::qualifier)0> const&)
  0.41     23.34     0.14 14850676     0.00     0.00  glm::vec<2, int, (glm::qualifier)0> glm::operator+<int, (glm::qualifier)0>(int, glm::vec<2, int, (glm::qualifier)0> const&)
  0.39     23.46     0.13 100926000     0.00     0.00  rock::MineralStore::mass() const
  0.39     23.59     0.13 89516886     0.00     0.00  float glm::dot<3, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&)
  0.39     23.73     0.13 36045000     0.00     0.00  rock::StratumStore<2>::mass() const
  0.39     23.86     0.13 16087179     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::yx() const
  0.39     23.98     0.13     4005     0.03     1.04  void rock::FormationSummarization<rock::StratumSummarization<2, rock::AgedStratumDensity<std::array<relation::PolynomialRailyardRelation<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, 0, 1>, 2ul> > > >::operator()<dymaxion::GridCache<int, float, (glm::qualifier)0>, std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > > >(dymaxion::GridCache<int, float, (glm::qualifier)0> const&, int, std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > > const&, std::vector<rock::StratumSummary, std::allocator<rock::StratumSummary> >&) const
  0.37     24.11     0.12 86508000     0.00     0.00  si::units<0, 1, 0, 0, 0, 0, 0, float>::operator+=(si::units<0, 1, 0, 0, 0, 0, 0, float>)
  0.36     24.23     0.12 122117402     0.00     0.00  auto math::floor<int>(int)
  0.36     24.35     0.12 43355521     0.00     0.00  glm::vec<3, float, (glm::qualifier)0> glm::cross<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&)
  0.36     24.47     0.12 14850676     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0> glm::equal<2, int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0> const&, glm::vec<2, int, (glm::qualifier)0> const&)
  0.36     24.59     0.12 14463000     0.00     0.00  analytic::Railyard<float, analytic::Polynomial<float, 0, 1> >::operator()(float) const
  0.36     24.71     0.12  7209000     0.00     0.00  auto rock::AgedStratumDensity<std::array<relation::PolynomialRailyardRelation<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, 0, 1>, 2ul> >::operator()<2>(rock::StratumStore<2> const&) const
  0.33     24.82     0.11 148507939     0.00     0.00  glm::vec<2, int, (glm::qualifier)0>::length()
  0.33     24.93     0.11 50454000     0.00     0.00  si::units<(-2)-(1), (1)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), (0)-(0), float> si::units<-2, 1, 0, 0, 0, 0, 0, float>::operator/<1, 0, 0, 0, 0, 0, 0>(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.33     25.04     0.11 43443000     0.00     0.00  analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >::operator()(float) const
  0.33     25.15     0.11 31452303     0.00     0.00  glm::vec<3, float, (glm::qualifier)0> glm::normalize<3, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&)
  0.33     25.26     0.11 16529626     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0> dymaxion::operator/<int, float, (glm::qualifier)0>(dymaxion::Point<int, float, (glm::qualifier)0> const&, float)
  0.33     25.37     0.11     1600     0.07    13.35  void iterated::Index::operator()<std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >, procedural::Map<field::Compose<dymaxion::NearestVertexId<int, float>, field::Affinity<3, 3, float, (glm::qualifier)0> >, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > > >, std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> > >(std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> > const&, procedural::Map<field::Compose<dymaxion::NearestVertexId<int, float>, field::Affinity<3, 3, float, (glm::qualifier)0> >, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > > > const&, std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >&) const
  0.31     25.48     0.10 64854000     0.00     0.00  std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >::operator[](unsigned long)
  0.31     25.58     0.10 14850676     0.00     0.00  int math::compMaxAbs<2, int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0>)
  0.30     25.68     0.10 121181402     0.00     0.00  auto math::floor<double>(double)
  0.30     25.78     0.10 60638178     0.00     0.00  dymaxion::Squares<int, float, (glm::qualifier)0>::polarity(int) const
  0.30     25.88     0.10 36045000     0.00     0.00  si::units<(2)+(-3), (0)+(1), (0)+(0), (0)+(0), (0)+(0), (0)+(0), (0)+(0), float> si::units<2, 0, 0, 0, 0, 0, 0, float>::operator*<-3, 1, 0, 0, 0, 0, 0>(si::units<-3, 1, 0, 0, 0, 0, 0, float>) const
  0.30     25.98     0.10 14407200     0.00     0.00  glm::vec<3, float, (glm::qualifier)0>::xy() const
  0.30     26.08     0.10 14407200     0.00     0.00  dymaxion::Voronoi<int, float, (glm::qualifier)0>::grid_position(glm::vec<3, float, (glm::qualifier)0>) const
  0.30     26.18     0.10     1204     0.08     0.20  glm::mat<4, 4, float, (glm::qualifier)0> glm::rotate<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&, float, glm::vec<3, float, (glm::qualifier)0> const&)
  0.28     26.27     0.10 59403601     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0>::operator[](int) const
  0.28     26.37     0.10 58664252     0.00     0.00  int glm::min<int>(int, int)
  0.28     26.46     0.10 14407200     0.00     0.00  dymaxion::Voronoi<int, float, (glm::qualifier)0>::grid_id(glm::vec<3, float, (glm::qualifier)0>) const
  0.27     26.55     0.09 50454000     0.00     0.00  si::units<-2, 1, 0, 0, 0, 0, 0, float>::operator+(si::units<-2, 1, 0, 0, 0, 0, 0, float>) const
  0.27     26.64     0.09 36130559     0.00     0.00  dymaxion::GridCache<int, float, (glm::qualifier)0>::vertex_dual_area(int) const
  0.27     26.73     0.09 29257876     0.00     0.00  dymaxion::Point<int, int, (glm::qualifier)0>::Point<int, float, (glm::qualifier)0>(dymaxion::Point<int, float, (glm::qualifier)0>)
  0.27     26.82     0.09 14850676     0.00     0.00  glm::vec<2, bool, (glm::qualifier)0> glm::greaterThan<2, float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.27     26.91     0.09 14850676     0.00     0.00  glm::vec<2, float, (glm::qualifier)0> glm::operator-<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, float)
  0.27     27.00     0.09 14408249     0.00     0.00  glm::vec<2, float, (glm::qualifier)0> glm::operator+<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&)
  0.27     27.09     0.09     4005     0.02     0.99  rock::CrustSummaryOps::absorb(std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> > const&, std::vector<rock::StratumSummary, std::allocator<rock::StratumSummary> > const&, std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >&) const
  0.25     27.18     0.09 86499006     0.00     0.00  si::units<1, 0, 0, 0, 0, 0, 0, float>::operator/(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.25     27.27     0.09 77074054     0.00     0.00  std::cos(float)
  0.25     27.35     0.09 50470036     0.00     0.00  std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >::size() const
  0.25     27.43     0.09 31452303     0.00     0.00  glm::detail::compute_normalize<3, float, (glm::qualifier)0, false>::call(glm::vec<3, float, (glm::qualifier)0> const&)
  0.25     27.52     0.09 29257876     0.00     0.00  dymaxion::Point<int, float, (glm::qualifier)0>::Point(int, glm::vec<2, float, (glm::qualifier)0>)
  0.24     27.60     0.08 115812184     0.00     0.00  __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >::base() const
  0.24     27.68     0.08 64854000     0.00     0.00  std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >::operator[](unsigned long) const
  0.24     27.76     0.08 59107728     0.00     0.00  glm::vec<2, int, (glm::qualifier)0>::vec(int)
  0.24     27.84     0.08 57906092     0.00     0.00  bool __gnu_cxx::operator==<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >(__gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > > const&, __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > > const&)
  0.24     27.92     0.08 45555368     0.00     0.00  glm::vec<2, int, (glm::qualifier)0>::vec<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&)
  0.24     28.00     0.08 44178922     0.00     0.00  si::units<1, 0, 0, 0, 0, 0, 0, float>::operator>(si::units<1, 0, 0, 0, 0, 0, 0, float>) const
  0.24     28.08     0.08 43254401     0.00     0.00  std::vector<rock::StratumSummary, std::allocator<rock::StratumSummary> >::operator[](unsigned long) const
  0.24     28.16     0.08 29701353     0.00     0.00  glm::detail::compute_abs<float, true>::call(float)
  0.24     28.24     0.08 29701352     0.00     0.00  bool glm::all<2, (glm::qualifier)0>(glm::vec<2, bool, (glm::qualifier)0> const&)
  0.24     28.32     0.08 28845002     0.00     0.00  si::units<0, 1, 0, 0, 0, 0, 0, double>::operator*(double) const
  0.24     28.40     0.08 14850676     0.00     0.00  glm::vec<2, int, (glm::qualifier)0> glm::operator*<int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0> const&, glm::vec<2, int, (glm::qualifier)0> const&)
  0.24     28.48     0.08 14463000     0.00     0.00  analytic::Polynomial<float, 0, 1>::operator()(float) const
  0.24     28.56     0.08 14407200     0.00     0.00  glm::vec<3, float, (glm::qualifier)0> glm::operator/<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, float)
  0.24     28.64     0.08 14407200     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::is_eastern_sphere_position(glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>) const
  0.22     28.71     0.07 93699000     0.00     0.00  si::units<-3, 1, 0, 0, 0, 0, 0, float>::operator/(si::units<-3, 1, 0, 0, 0, 0, 0, float>) const
  0.22     28.79     0.07 50454000     0.00     0.00  std::bitset<8ul>::operator|=(std::bitset<8ul> const&)
  0.22     28.86     0.07        1    75.00    75.00  unlayered::Morphology<iterated::Bitset<adapted::BooleanBitset> >::Morphology(unlayered::Morphology<iterated::Bitset<adapted::BooleanBitset> > const&)
  0.21     28.93     0.07 72090000     0.00     0.00  si::units<0, 1, 0, 0, 0, 0, 0, float>::operator>(si::units<0, 1, 0, 0, 0, 0, 0, float>) const
  0.21     29.00     0.07 50454000     0.00     0.00  std::_Base_bitset<1ul>::_M_do_or(std::_Base_bitset<1ul> const&)
  0.21     29.07     0.07 30815552     0.00     0.00  dymaxion::Point<int, int, (glm::qualifier)0>::Point(int, glm::vec<2, int, (glm::qualifier)0>)
  0.21     29.14     0.07 28863002     0.00     0.00  si::units<0, 1, 0, 0, 0, 0, 0, double>::units(double)
  0.21     29.21     0.07 14924926     0.00     0.00  dymaxion::Point<int, int, (glm::qualifier)0> dymaxion::clamp<int, int, (glm::qualifier)0>(dymaxion::Point<int, int, (glm::qualifier)0> const&, int, int)
  0.19     29.28     0.07 122117402     0.00     0.00  __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::floor<int>(int)
  0.19     29.34     0.07 28926040     0.00     0.00  __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >::__normal_iterator(analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const* const&)
  0.18     29.41     0.06 60638178     0.00     0.00  __gnu_cxx::__promote_2<decltype (((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))+((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))), std::__is_integer<decltype (((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))+((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0)))>::__value>::__type std::pow<int, int>(int, int)
  0.18     29.46     0.06 44554126     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>::vec<bool, (glm::qualifier)0>(glm::vec<2, bool, (glm::qualifier)0> const&)
  0.18     29.52     0.06 43443072     0.00     0.00  __gnu_cxx::__normal_iterator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > const*, std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > >::operator*() const
  0.18     29.59     0.06 43263001     0.00     0.00  si::units<-3, 1, 0, 0, 0, 0, 0, float>::units<double>(si::units<-3, 1, 0, 0, 0, 0, 0, double>)
  0.18     29.64     0.06 28845000     0.00     0.00  si::units<0, 0, 1, 0, 0, 0, 0, double>::units(double)
  0.18     29.70     0.06 16086150     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::basis(bool, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>) const
  0.18     29.77     0.06 14924926     0.00     0.00  glm::vec<2, int, (glm::qualifier)0> glm::clamp<2, int, (glm::qualifier)0>(glm::vec<2, int, (glm::qualifier)0> const&, int, int)
  0.18     29.82     0.06 14850676     0.00     0.00  glm::detail::compute_sign<2, float, (glm::qualifier)0, true, false>::call(glm::vec<2, float, (glm::qualifier)0> const&)
  0.18     29.89     0.06 14418000     0.00     0.00  si::units<0, 0, 1, 0, 0, 0, 0, double>::operator-(si::units<0, 0, 1, 0, 0, 0, 0, double>) const
  0.18     29.95     0.06 14418000     0.00     0.00  relation::PolynomialRailyardRelation<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, 0, 1>::operator()(si::units<0, 0, 1, 0, 0, 0, 0, double>) const
  0.18     30.00     0.06 14407200     0.00     0.00  dymaxion::Triangles<int, float, (glm::qualifier)0>::is_polar_sphere_position(float, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, float, (glm::qualifier)0>) const
  0.18     30.07     0.06 14400000     0.00     0.00  auto field::Compose<dymaxion::NearestVertexId<int, float>, field::Affinity<3, 3, float, (glm::qualifier)0> >::operator()<3, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0>) const
  0.18     30.12     0.06     1605     0.04     0.07  glm::vec<3, float, (glm::qualifier)0>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<glm::vec<3, float, (glm::qualifier)0> const*, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > > >, glm::vec<3, float, (glm::qualifier)0>*>(__gnu_cxx::__normal_iterator<glm::vec<3, float, (glm::qualifier)0> const*, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > > >, __gnu_cxx::__normal_iterator<glm::vec<3, float, (glm::qualifier)0> const*, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > > >, glm::vec<3, float, (glm::qualifier)0>*)
  0.16     30.18     0.06 36045000     0.00     0.00  std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > >::operator[](unsigned long) const
  0.16     30.23     0.06 16529626     0.00     0.00  glm::vec<2, float, (glm::qualifier)0>& glm::vec<2, float, (glm::qualifier)0>::operator+=<float>(glm::vec<2, float, (glm::qualifier)0> const&)
  0.15     30.29     0.05 100926000     0.00     0.00  std::array<rock::MineralStore, 2ul>::operator[](unsigned long) const
  0.15     30.34     0.05 77074054     0.00     0.00  std::sin(float)
  0.15     30.39     0.05 50445000     0.00     0.00  si::units<-3, 1, 0, 0, 0, 0, 0, float>::operator<(si::units<-3, 1, 0, 0, 0, 0, 0, float>) const
  0.15     30.43     0.05 43263003     0.00     0.00  si::units<-3, 1, 0, 0, 0, 0, 0, double>::units(double)
  0.15     30.48     0.05 36999100     0.00     0.00  std::_Sanitize_val<8ul, true>::_S_do_sanitize_val(unsigned long long)
