Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.08     60.49     0.05     1001     0.05     0.05  auto aggregated::Order<adapted::SymbolicOrder>::max<std::vector<si::units<-1, 1, -2, 0, 0, 0, 0, float>, std::allocator<si::units<-1, 1, -2, 0, 0, 0, 0, float> > > >(std::vector<si::units<-1, 1, -2, 0, 0, 0, 0, float>, std::allocator<si::units<-1, 1, -2, 0, 0, 0, 0, float> > > const&) const
  0.07     60.53     0.04  1772398     0.00     0.00  dymaxion::Projection<signed char, int, float, (glm::qualifier)0>::standardize(dymaxion::Point<int, float, (glm::qualifier)0> const&) const
  0.07     60.57     0.04     1001     0.04     0.04  auto aggregated::Order<adapted::SymbolicOrder>::min<std::vector<si::units<-1, 1, -2, 0, 0, 0, 0, float>, std::allocator<si::units<-1, 1, -2, 0, 0, 0, 0, float> > > >(std::vector<si::units<-1, 1, -2, 0, 0, 0, 0, float>, std::allocator<si::units<-1, 1, -2, 0, 0, 0, 0, float> > > const&) const
  0.05     60.60     0.03        8     3.75    23.88  void unlayered::VectorCalculusByFundamentalTheorem::gradient<dymaxion::GridCache<signed char, int, float, (glm::qualifier)0>, std::vector<bool, std::allocator<bool> >, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > > >(dymaxion::GridCache<signed char, int, float, (glm::qualifier)0> const&, std::vector<bool, std::allocator<bool> > const&, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > >&) const
  0.03     60.62     0.02  9504000     0.00     0.00  int glm::abs<int>(int)
  0.03     60.64     0.02  1772398     0.00     0.00  dymaxion::Indexing<signed char, int, float, (glm::qualifier)0>::memory_id(dymaxion::Point<int, signed char, (glm::qualifier)0>) const
  0.03     60.66     0.02  1188000     0.00     0.00  dymaxion::Grid<signed char, int, float, (glm::qualifier)0>::arrow_dual_length(int, int) const
  0.03     60.68     0.02        3     6.67     6.67  std::vector<std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >, std::allocator<std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> > > >::vector(unsigned long, std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> > const&, std::allocator<std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> > > const&)
  0.03     60.70     0.02        1    20.00   180.00  void iterated::Identity::operator()<rock::FormationGenerationByElevation<dymaxion::GridCache<signed char, int, float, (glm::qualifier)0>, field::Compose<relation::ScalarRelation<float, si::units<1, 0, 0, 0, 0, 0, 0, float>, inspected::InverseByNewtonsMethod<float, analytic::Sum<float, analytic::Error<float> >, analytic::Sum<float, analytic::Gaussian<float> > > >, field::Compose<analytic::Error<float>, field::FractalBrownianNoise<int, float, field::ValueNoise<3, float, field::MosaicNoise<procedural::GaussianNoise<procedural::UnitIntervalNoise<float> >, cartesian::UnboundedIndexing<int, (glm::qualifier)0> >, field::VectorMosaicOps<3, int, float, (glm::qualifier)0>, (glm::qualifier)0> > > >, rock::StratumForAreaAndElevation<relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<0, 0, 1, 0, 0, 0, 0, double>, 0, 1>, relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<-2, 1, 0, 0, 0, 0, 0, double>, 0, 1>, relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, double, 0, 1> >, si::units<1, 0, 0, 0, 0, 0, 0, float> >, std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > > >(rock::FormationGenerationByElevation<dymaxion::GridCache<signed char, int, float, (glm::qualifier)0>, field::Compose<relation::ScalarRelation<float, si::units<1, 0, 0, 0, 0, 0, 0, float>, inspected::InverseByNewtonsMethod<float, analytic::Sum<float, analytic::Error<float> >, analytic::Sum<float, analytic::Gaussian<float> > > >, field::Compose<analytic::Error<float>, field::FractalBrownianNoise<int, float, field::ValueNoise<3, float, field::MosaicNoise<procedural::GaussianNoise<procedural::UnitIntervalNoise<float> >, cartesian::UnboundedIndexing<int, (glm::qualifier)0> >, field::VectorMosaicOps<3, int, float, (glm::qualifier)0>, (glm::qualifier)0> > > >, rock::StratumForAreaAndElevation<relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<0, 0, 1, 0, 0, 0, 0, double>, 0, 1>, relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<-2, 1, 0, 0, 0, 0, 0, double>, 0, 1>, relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, double, 0, 1> >, si::units<1, 0, 0, 0, 0, 0, 0, float> > const&, std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > >&) const
  0.02     60.71     0.01  9504000     0.00     0.00  float glm::min<float>(float, float)
  0.02     60.72     0.01   318966     0.00     0.00  glm::detail::compute_normalize<3, float, (glm::qualifier)0, false>::call(glm::vec<3, float, (glm::qualifier)0> const&)
  0.02     60.73     0.01   108000     0.00     0.00  dymaxion::VertexDownsamplingIds<signed char, int, float>::call(unsigned long) const
  0.02     60.74     0.01    54000     0.00     0.00  dymaxion::Grid<signed char, int, float, (glm::qualifier)0>::vertex_dual_area(int) const
  0.02     60.75     0.01    11608     0.00     0.00  void unlayered::NeighborBasedFloodFilling<int, float, rock::CrustIsUnfractured<float, (glm::qualifier)0>, rock::CrustDistancePriority<float, (glm::qualifier)0> >::advance<dymaxion::GridCache<signed char, int, float, (glm::qualifier)0>, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > >, std::vector<bool, std::allocator<bool> > >(dymaxion::GridCache<signed char, int, float, (glm::qualifier)0> const&, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > > const&, std::vector<bool, std::allocator<bool> >&, unlayered::FloodFillState<int, float>&) const
  0.02     60.76     0.01       45     0.22     0.22  std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > >::vector(std::vector<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > > const&)
  0.02     60.77     0.01        2     5.00    12.02  dymaxion::GridCache<signed char, int, float, (glm::qualifier)0>::GridCache(dymaxion::Grid<signed char, int, float, (glm::qualifier)0>)
  0.00     60.77     0.00 10692000     0.00     0.00  std::floor(float)
  0.00     60.77     0.00  9504000     0.00     0.00  float glm::max<float>(float, float)
  0.00     60.77     0.00  3544796     0.00     0.00  float glm::abs<float>(float)
  0.00     60.77     0.00  1152000     0.00     0.00  std::_Bit_const_iterator::operator[](long) const
  0.00     60.77     0.00   576000     0.00     0.00  std::_Bit_iterator::operator[](long) const
  0.00     60.77     0.00   288000     0.00     0.00  glm::detail::compute_cross<float, (glm::qualifier)0, false>::call(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&)
  0.00     60.77     0.00   288000     0.00     0.00  glm::mat<3, 3, float, (glm::qualifier)0>::col_type glm::operator*<float, (glm::qualifier)0>(glm::mat<3, 3, float, (glm::qualifier)0> const&, glm::mat<3, 3, float, (glm::qualifier)0>::row_type const&)
  0.00     60.77     0.00    72000     0.00     0.00  rock::MineralStore::pack(rock::Mineral const&)
  0.00     60.77     0.00    36000     0.00     0.00  glm::detail::compute_length<3, float, (glm::qualifier)0, false>::call(glm::vec<3, float, (glm::qualifier)0> const&)
  0.00     60.77     0.00    36000     0.00     0.00  rock::StratumForAreaAndElevation<relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<0, 0, 1, 0, 0, 0, 0, double>, 0, 1>, relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<-2, 1, 0, 0, 0, 0, 0, double>, 0, 1>, relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, double, 0, 1> >::operator()(si::units<2, 0, 0, 0, 0, 0, 0, double>, si::units<1, 0, 0, 0, 0, 0, 0, double>) const
  0.00     60.77     0.00    36000     0.00     0.00  dymaxion::Indexing<signed char, int, float, (glm::qualifier)0>::grid_id(int) const
  0.00     60.77     0.00    12004     0.00     0.00  glm::mat<4, 4, float, (glm::qualifier)0> glm::rotate<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&, float, glm::vec<3, float, (glm::qualifier)0> const&)
  0.00     60.77     0.00     8530     0.00     0.00  void std::__adjust_heap<__gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > >, long, std::pair<int, float>, __gnu_cxx::__ops::_Iter_comp_iter<unlayered::FloodFillCandidateComparison<int, float> > >(__gnu_cxx::__normal_iterator<std::pair<int, float>*, std::vector<std::pair<int, float>, std::allocator<std::pair<int, float> > > >, long, long, std::pair<int, float>, __gnu_cxx::__ops::_Iter_comp_iter<unlayered::FloodFillCandidateComparison<int, float> >)
  0.00     60.77     0.00     8001     0.00     0.00  bool iterated::compatible<std::vector<si::units<-1, 1, -2, 0, 0, 0, 0, float>, std::allocator<si::units<-1, 1, -2, 0, 0, 0, 0, float> > >, procedural::Uniform<si::units<-1, 1, -2, 0, 0, 0, 0, float> >, std::vector<float, std::allocator<float> > >(std::vector<si::units<-1, 1, -2, 0, 0, 0, 0, float>, std::allocator<si::units<-1, 1, -2, 0, 0, 0, 0, float> > > const&, procedural::Uniform<si::units<-1, 1, -2, 0, 0, 0, 0, float> > const&, std::vector<float, std::allocator<float> >&)
  0.00     60.77     0.00     8000     0.00     0.00  void view::ColorscaleSurfaceShaderProgram::draw<float>(std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > > const&, std::vector<float, std::allocator<float> > const&, std::vector<float, std::allocator<float> > const&, std::vector<float, std::allocator<float> > const&, std::vector<std::byte, std::allocator<std::byte> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&, view::ColorscaleSurfacesViewState const&, glm::mat<4, 4, float, (glm::qualifier)0> const&, view::ViewState const&, unsigned int)
  0.00     60.77     0.00     8000     0.00     0.00  bool iterated::compatible<std::vector<rock::StratumSummary, std::allocator<rock::StratumSummary> >, std::vector<si::units<1, 0, 0, 0, 0, 0, 0, float>, std::allocator<si::units<1, 0, 0, 0, 0, 0, 0, float> > > >(std::vector<rock::StratumSummary, std::allocator<rock::StratumSummary> > const&, std::vector<si::units<1, 0, 0, 0, 0, 0, 0, float>, std::allocator<si::units<1, 0, 0, 0, 0, 0, 0, float> > >&)
  0.00     60.77     0.00     4004     0.00     0.00  glm::mat<4, 4, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&, glm::mat<4, 4, float, (glm::qualifier)0> const&)
  0.00     60.77     0.00     2001     0.00     0.00  std::_Deque_base<std::variant<messages::MouseMotionMessage, messages::MouseClickMessage, messages::ScrollMessage>, std::allocator<std::variant<messages::MouseMotionMessage, messages::MouseClickMessage, messages::ScrollMessage> > >::_M_initialize_map(unsigned long)
  0.00     60.77     0.00     2001     0.00     0.00  std::deque<std::variant<messages::MouseMotionMessage, messages::MouseClickMessage, messages::ScrollMessage>, std::allocator<std::variant<messages::MouseMotionMessage, messages::MouseClickMessage, messages::ScrollMessage> > >::~deque()
  0.00     60.77     0.00     1001     0.00     0.00  update::OrbitalControlState::get_view_matrix()
  0.00     60.77     0.00      720     0.00     0.00  glm::vec<3, float, (glm::qualifier)0> dymaxion::cartesian_from_zlon<float>(float, float)
  0.00     60.77     0.00      597     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&)
  0.00     60.77     0.00      230     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose()
  0.00     60.77     0.00      122     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(char const*, unsigned long)
  0.00     60.77     0.00      116     0.00     0.00  std::variant<messages::MouseMotionMessage, messages::MouseClickMessage, messages::ScrollMessage>& std::deque<std::variant<messages::MouseMotionMessage, messages::MouseClickMessage, messages::ScrollMessage>, std::allocator<std::variant<messages::MouseMotionMessage, messages::MouseClickMessage, messages::ScrollMessage> > >::emplace_back<std::variant<messages::MouseMotionMessage, messages::MouseClickMessage, messages::ScrollMessage> >(std::variant<messages::MouseMotionMessage, messages::MouseClickMessage, messages::ScrollMessage>&&)
  0.00     60.77     0.00       50     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     60.77     0.00       27     0.00     0.00  analytic::Railcar<double, analytic::Polynomial<double, 0, 1> >& std::vector<analytic::Railcar<double, analytic::Polynomial<double, 0, 1> >, std::allocator<analytic::Railcar<double, analytic::Polynomial<double, 0, 1> > > >::emplace_back<analytic::Railcar<double, analytic::Polynomial<double, 0, 1> > >(analytic::Railcar<double, analytic::Polynomial<double, 0, 1> >&&)
  0.00     60.77     0.00       26     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long)
  0.00     60.77     0.00       14     0.00     0.00  std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&)
  0.00     60.77     0.00       14     0.00     0.00  std::vector<double, std::allocator<double> >::~vector()
  0.00     60.77     0.00       12     0.00     0.00  std::_Vector_base<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > >::~_Vector_base()
  0.00     60.77     0.00       12     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(char const*)
  0.00     60.77     0.00       11     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_M_deallocate()
  0.00     60.77     0.00       10     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > si::to_string<-1, 1, -2, 0, 0, 0, 0, float>(si::units<-1, 1, -2, 0, 0, 0, 0, float>)
  0.00     60.77     0.00       10     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...)
  0.00     60.77     0.00       10     0.00     0.54  int dymaxion::SquareBuffers<signed char, int, float, (glm::qualifier)0>::storeTriangleStrips<procedural::Range<unsigned int>, std::vector<unsigned int, std::allocator<unsigned int> > >(int, procedural::Range<unsigned int> const&, std::vector<unsigned int, std::allocator<unsigned int> >&, int) const
  0.00     60.77     0.00       10     0.00     0.00  std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > >::vector(std::vector<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> >, std::allocator<analytic::Railcar<float, analytic::Polynomial<float, 0, 1> > > > const&)
  0.00     60.77     0.00       10     0.00     0.00  std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&)
  0.00     60.77     0.00       10     0.00     0.00  void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int)
  0.00     60.77     0.00        9     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00     60.77     0.00        8     0.00     0.00  unlayered::FloodFillState<int, float>::reset(int)
  0.00     60.77     0.00        7     0.00     0.00  analytic::Railyard<double, analytic::Polynomial<double, 0, 1> > analytic::spline::linear_spline<double, double>(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)
  0.00     60.77     0.00        7     0.00     0.00  analytic::Railyard<float, analytic::Polynomial<float, 0, 1> >::Railyard<double, analytic::Polynomial<double, 0, 1> >(analytic::Railyard<double, analytic::Polynomial<double, 0, 1> > const&)
  0.00     60.77     0.00        7     0.00     0.00  std::_Vector_base<rock::StratumStore<2>, std::allocator<rock::StratumStore<2> > >::~_Vector_base()
  0.00     60.77     0.00        6     0.00     0.00  dymaxion::Projection<signed char, int, float, (glm::qualifier)0>::Projection()
  0.00     60.77     0.00        6     0.00     0.00  std::_Vector_base<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > >::~_Vector_base()
  0.00     60.77     0.00        6     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&)
  0.00     60.77     0.00        6     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector()
  0.00     60.77     0.00        5     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::~_Vector_base()
  0.00     60.77     0.00        5     0.00     0.00  std::array<relation::PolynomialRailyardRelation<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, 0, 1>, 2ul>::~array()
  0.00     60.77     0.00        4     0.00     0.00  std::deque<std::variant<messages::MouseMotionMessage, messages::MouseClickMessage, messages::ScrollMessage>, std::allocator<std::variant<messages::MouseMotionMessage, messages::MouseClickMessage, messages::ScrollMessage> > >::_M_pop_front_aux()
  0.00     60.77     0.00        4     0.00     0.00  void std::deque<std::variant<messages::MouseMotionMessage, messages::MouseClickMessage, messages::ScrollMessage>, std::allocator<std::variant<messages::MouseMotionMessage, messages::MouseClickMessage, messages::ScrollMessage> > >::_M_push_back_aux<std::variant<messages::MouseMotionMessage, messages::MouseClickMessage, messages::ScrollMessage> >(std::variant<messages::MouseMotionMessage, messages::MouseClickMessage, messages::ScrollMessage>&&)
  0.00     60.77     0.00        4     0.00     0.00  std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > >::vector(unsigned long, std::allocator<glm::vec<3, float, (glm::qualifier)0> > const&)
  0.00     60.77     0.00        4     0.00     0.00  std::vector<float, std::allocator<float> >::vector(unsigned long, std::allocator<float> const&)
  0.00     60.77     0.00        3     0.00     0.00  std::vector<std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >, std::allocator<std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> > > >::~vector()
  0.00     60.77     0.00        2     0.00     0.00  dymaxion::GridCache<signed char, int, float, (glm::qualifier)0>::~GridCache()
  0.00     60.77     0.00        2     0.00     0.00  relation::PolynomialRailyardRelation<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, 0, 1> relation::get_linear_interpolation_function<si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double> >(si::units<0, 0, 1, 0, 0, 0, 0, double>, si::units<-3, 1, 0, 0, 0, 0, 0, double>, std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> > const&)
  0.00     60.77     0.00        2     0.00     0.00  relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<-2, 1, 0, 0, 0, 0, 0, double>, 0, 1> relation::get_linear_interpolation_function<si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<-2, 1, 0, 0, 0, 0, 0, double> >(si::units<1, 0, 0, 0, 0, 0, 0, double>, si::units<-2, 1, 0, 0, 0, 0, 0, double>, std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> > const&)
  0.00     60.77     0.00        2     0.00     0.00  relation::PolynomialRailyardRelation<si::units<1, 0, 0, 0, 0, 0, 0, double>, double, 0, 1> relation::get_linear_interpolation_function<si::units<1, 0, 0, 0, 0, 0, 0, double>, double>(si::units<1, 0, 0, 0, 0, 0, 0, double>, double, std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> > const&)
  0.00     60.77     0.00        2     0.00     0.00  int dymaxion::PoleBuffers<signed char, int, float, (glm::qualifier)0>::storeTriangleStrips<procedural::Range<unsigned int>, std::vector<unsigned int, std::allocator<unsigned int> > >(int, procedural::Range<unsigned int> const&, std::vector<unsigned int, std::allocator<unsigned int> >&, int) const
  0.00     60.77     0.00        2     0.00     0.00  std::_Vector_base<si::units<-1, 1, -2, 0, 0, 0, 0, float>, std::allocator<si::units<-1, 1, -2, 0, 0, 0, 0, float> > >::~_Vector_base()
  0.00     60.77     0.00        2     0.00     0.00  std::_Vector_base<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >::~_Vector_base()
  0.00     60.77     0.00        2     0.00     0.00  std::_Vector_base<rock::StratumSummary, std::allocator<rock::StratumSummary> >::~_Vector_base()
  0.00     60.77     0.00        2     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::~_Vector_base()
  0.00     60.77     0.00        2     0.00     0.00  std::vector<si::units<-1, 1, -2, 0, 0, 0, 0, float>, std::allocator<si::units<-1, 1, -2, 0, 0, 0, 0, float> > >::vector(unsigned long, std::allocator<si::units<-1, 1, -2, 0, 0, 0, 0, float> > const&)
  0.00     60.77     0.00        2     0.00     0.00  std::vector<rock::ColumnSummary, std::allocator<rock::ColumnSummary> >::vector(unsigned long, std::allocator<rock::ColumnSummary> const&)
  0.00     60.77     0.00        2     0.00     0.00  std::vector<rock::StratumSummary, std::allocator<rock::StratumSummary> >::vector(unsigned long, std::allocator<rock::StratumSummary> const&)
  0.00     60.77     0.00        2     0.00     0.00  std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&)
  0.00     60.77     0.00        1     0.00     0.00  __static_initialization_and_destruction_0()
  0.00     60.77     0.00        1     0.00     0.00  rock::StratumStore<2>::StratumStore()
